field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.measured.pitch,field.measured.roll,field.measured.yaw,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,label
0.0375,-0.261,0.477,0.3334261,2.0201699,14.89630135,279000.0,199000.0,-207500.0,97368.13965,40.705,0.776162088,-27.2237587,73.4519043,3.909999847,-307.1496887,4.348279476,0.0,0
-0.102,-0.25,0.471,0.46091255,2.4908891,14.3373223,278000.0,174000.0,-210000.0,97368.81104,40.7,0.776162088,-27.2237587,73.4519043,1.879999928,-307.1496887,-18.0769608,1.0,0
-0.007333333,-0.175,0.362,0.523021333,2.497426867,12.62442743,326333.3333,149666.6667,-196666.6667,97367.32178,40.7,0.776162088,-27.2237587,73.4519043,-0.149999991,-307.1496887,-40.50220108,2.0,0
0.087333333,-0.1,0.253,0.585130117,2.503964633,10.91153257,374666.6667,125333.3333,-183333.3333,97365.83252,40.7,0.776162088,-27.2237587,73.4519043,-0.149999991,-307.1496887,-40.50220108,2.0,0
0.182,-0.025,0.144,0.6472389,2.5105024,9.1986377,423000.0,101000.0,-170000.0,97364.34326,40.7,0.776162088,-27.2237587,73.4519043,-0.221999991,-306.1001526,-119.4805939,2.8,0
0.04675,-0.035,0.11875,0.561430713,2.287401113,10.28717585,437500.0,96500.0,-160000.0,97364.55383,40.6975,0.776162088,-27.2237587,73.4519043,-0.293999991,-305.0506165,-198.4589866,3.6,0
-0.0885,-0.045,0.0935,0.475622525,2.064299825,11.375714,452000.0,92000.0,-150000.0,97364.76441,40.695,0.776162088,-27.2237587,73.4519043,-0.36599999,-304.0010803,-277.4373794,4.4,0
-0.22375,-0.055,0.06825,0.389814337,1.841198538,12.46425215,466500.0,87500.0,-140000.0,97364.97498,40.6925,0.776162088,-27.2237587,73.4519043,-0.43799999,-302.9515442,-356.4157722,5.2,0
-0.359,-0.065,0.043,0.30400615,1.61809725,13.5527903,481000.0,83000.0,-130000.0,97365.18555,40.69,0.776162088,-27.2237587,73.4519043,-0.50999999,-301.9020081,-435.394165,6.0,0
-0.716,-0.05,0.117,-0.2745862,1.5102241,13.20955755,274000.0,214000.0,-253000.0,97362.96387,40.69,0.97657609,-26.44411469,63.78012085,-0.689999998,-269.5205688,-437.2792664,8.0,0
-0.776,0.009,0.1265,-0.308909475,1.377834325,9.0417313,216500.0,253000.0,-264500.0,97360.74219,40.685,0.97657609,-26.44411469,63.78012085,-0.689999998,-269.5205688,-437.2792664,8.0,0
-0.836,0.068,0.136,-0.34323275,1.24544455,4.87390505,159000.0,292000.0,-276000.0,97358.52051,40.68,0.97657609,-26.44411469,63.78012085,-0.870000005,-269.5205688,-439.1220703,10.0,0
-0.6385,0.021,0.127,-0.475622525,1.0395049,5.3152043,119500.0,321500.0,-273500.0,97353.6377,40.68,0.97657609,-26.44411469,63.78012085,-0.870000005,-269.5205688,-439.1220703,10.0,0
-0.441,-0.026,0.118,-0.6080123,0.83356525,5.75650355,80000.0,351000.0,-271000.0,97348.75488,40.68,0.97657609,-26.44411469,63.78012085,-0.98999995,-278.3248901,-440.9395447,12.0,0
-0.366333333,-0.051333333,0.142333333,-0.69627215,0.7256921,6.318751483,75000.0,359666.6667,-270333.3333,97346.60441,40.67666667,0.97657609,-26.44411469,63.78012085,-0.98999995,-278.3248901,-440.9395447,12.0,0
-0.291666667,-0.076666667,0.166666667,-0.784532,0.61781895,6.880999417,70000.0,368333.3333,-269666.6667,97344.45394,40.67333333,0.97657609,-26.44411469,63.78012085,-0.98999995,-278.3248901,-440.9395447,12.0,0
-0.217,-0.102,0.191,-0.87279185,0.5099458,7.44324735,65000.0,377000.0,-269000.0,97342.30347,40.67,0.97657609,-26.44411469,63.78012085,-1.059999943,-278.3248901,-442.7400818,14.0,0
-0.195666667,-0.112333333,0.220666667,-0.8825985,0.51975245,7.969537567,70333.33333,376666.6667,-264666.6667,97341.46118,40.66666667,0.97657609,-26.44411469,63.78012085,-1.059999943,-278.3248901,-442.7400818,14.0,0
-0.174333333,-0.122666667,0.250333333,-0.89240515,0.5295591,8.495827783,75666.66667,376333.3333,-260333.3333,97340.6189,40.66333333,0.97657609,-26.44411469,63.78012085,-1.059999943,-278.3248901,-442.7400818,14.0,0
-0.153,-0.133,0.28,-0.9022118,0.53936575,9.022118,81000.0,376000.0,-256000.0,97339.77661,40.66,0.111850232,-31.74902916,61.74160385,-1.064999938,-273.4295807,-443.6276856,15.5,0
-0.161666667,-0.135,0.274666667,-0.91201845,0.552441283,9.5320638,86333.33333,375333.3333,-254000.0,97338.01676,40.66,-0.752875626,-37.05394363,59.70308685,-1.069999933,-268.5342712,-444.5152893,17.0,0
-0.170333333,-0.137,0.269333333,-0.9218251,0.565516817,10.0420096,91666.66667,374666.6667,-252000.0,97336.25692,40.66,-0.752875626,-37.05394363,59.70308685,-1.063333273,-268.5342712,-445.0929158,17.66666667,0
-0.179,-0.139,0.264,-0.93163175,0.57859235,10.5519554,97000.0,374000.0,-250000.0,97334.49707,40.66,-0.752875626,-37.05394363,59.70308685,-1.056666612,-268.5342712,-445.6705424,18.33333333,0
-0.178,-0.1455,0.2385,-0.8825985,0.5099458,11.0226746,105000.0,369500.0,-247000.0,97334.70764,40.655,-0.752875626,-37.05394363,59.70308685,-1.049999952,-268.5342712,-446.2481689,19.0,0
-0.177,-0.152,0.213,-0.83356525,0.44129925,11.4933938,113000.0,365000.0,-244000.0,97334.91821,40.65,-0.752875626,-37.05394363,59.70308685,-1.019999981,-255.2295685,-447.9388123,21.0,0
