field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.measured.pitch,field.measured.roll,field.measured.yaw,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,label
0.430333333,-0.187666667,0.228333333,-0.6864655,-0.336694983,14.27194463,259333.3333,269000.0,-172000.0,97265.507,41.5,7.655954838,-26.23586464,36.97988892,-0.589999974,-948.9465942,-37.69364929,6.0,0
0.460666667,-0.162333333,0.265666667,-0.85317855,-0.212477417,13.76526772,226666.6667,275000.0,-191000.0,97263.11238,41.5,7.655954838,-26.23586464,36.97988892,-0.73999998,-949.2191467,-36.39024353,7.0,0
0.491,-0.137,0.303,-1.0198916,-0.08825985,13.2585908,194000.0,281000.0,-210000.0,97260.71777,41.5,7.655954838,-26.23586464,36.97988892,-0.889999986,-949.4916992,-35.08683777,8.0,0
0.617,-0.0985,0.282,-1.024794925,-0.0588399,12.59664193,189000.0,274000.0,-232500.0,97253.98254,41.5,7.655954838,-26.23586464,36.97988892,-1.044999957,-949.4916992,-258.2332992,9.5,0
0.743,-0.06,0.261,-1.02969825,-0.02941995,11.93469305,184000.0,267000.0,-255000.0,97247.24731,41.5,7.655954838,-26.23586464,36.97988892,-1.199999928,-949.4916992,-481.3797607,11.0,0
0.448333333,-0.048,0.271333333,-1.0983448,0.071915433,11.79413107,179666.6667,259000.0,-264666.6667,97242.49471,41.49666667,7.655954838,-26.23586464,36.97988892,-1.199999928,-949.4916992,-481.3797607,11.0,0
0.153666667,-0.036,0.281666667,-1.16699135,0.173250817,11.65356908,175333.3333,251000.0,-274333.3333,97237.7421,41.49333333,7.655954838,-26.23586464,36.97988892,-1.37499994,-881.3161926,-481.9672089,12.0,0
-0.141,-0.024,0.292,-1.2356379,0.2745862,11.5130071,171000.0,243000.0,-284000.0,97232.9895,41.49,7.655954838,-26.23586464,36.97988892,-1.549999952,-813.140686,-482.554657,13.0,0
-0.211666667,-0.011,0.288666667,-1.278133383,0.307275033,10.8069283,158333.3333,243000.0,-299333.3333,97233.49813,41.49,7.655954838,-26.23586464,36.97988892,-1.72999996,-813.140686,-483.1252442,14.5,0
-0.282333333,0.002,0.285333333,-1.320628867,0.339963867,10.1008495,145666.6667,243000.0,-314666.6667,97234.00675,41.49,7.655954838,-26.23586464,36.97988892,-1.909999967,-813.140686,-483.6958313,16.0,0
-0.353,0.015,0.282,-1.36312435,0.3726527,9.3947707,133000.0,243000.0,-330000.0,97234.51538,41.49,6.71158886,-20.23189926,29.81886673,-1.909999967,-813.140686,-483.6958313,16.0,0
-0.443,0.024,0.276,-1.38273765,0.51975245,8.8063717,106000.0,263000.0,-347000.0,97225.98267,41.48,6.71158886,-20.23189926,29.81886673,-2.289999962,-801.4381104,-484.794342,18.0,0
-0.470333333,0.039666667,0.287,-1.4317709,0.50013915,8.40429905,102666.6667,270000.0,-345000.0,97224.71721,41.48,6.71158886,-20.23189926,29.81886673,-2.289999962,-801.4381104,-484.794342,18.0,0
-0.497666667,0.055333333,0.298,-1.48080415,0.48052585,8.0022264,99333.33333,277000.0,-343000.0,97223.45174,41.48,6.71158886,-20.23189926,29.81886673,-2.289999962,-801.4381104,-484.794342,18.0,0
-0.525,0.071,0.309,-1.5298374,0.46091255,7.60015375,96000.0,284000.0,-341000.0,97222.18628,41.48,6.71158886,-20.23189926,29.81886673,-2.649999857,-801.4381104,-485.8509827,21.0,0
