field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.measured.pitch,field.measured.roll,field.measured.yaw,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,label
0.447,-0.196,-0.164,-1.1571847,0.81395195,10.8461549,31000.0,-354000.0,-303000.0,97214.77661,59.59,-3.372425556,27.78909492,-92.62657928,1.889999986,-380.6278076,-25.99288177,18.0,0
0.4295,-0.1945,-0.1845,-1.2160246,0.701175475,10.694151825,34000.0,-359500.0,-295000.0,97213.339235,59.59,-3.372425556,27.78909492,-92.62657928,1.889999986,-380.6278076,-25.99288177,18.0,0
0.412,-0.193,-0.205,-1.2748645,0.588399,10.54214875,37000.0,-365000.0,-287000.0,97211.90186,59.59,-3.372425556,27.78909492,-92.62657928,1.889999986,-380.6278076,-25.99288177,18.0,0
0.3773333333333333,-0.208,-0.218,-1.3337044,0.8074141833333334,10.81673495,38333.333333333336,-368666.6666666667,-282000.0,97212.84587,59.586666666666666,-3.372425556,27.78909492,-92.62657928,2.159999847,-395.6001282,-158.9363556,20.0,0
0.3426666666666667,-0.223,-0.2309999999999999,-1.3925443,1.0264293666666666,11.09132115,39666.66666666666,-372333.3333333333,-277000.0,97213.78988,59.583333333333336,-3.372425556,27.78909492,-92.62657928,2.284999847,-351.1851349,-157.99805450000002,21.0,0
0.308,-0.238,-0.244,-1.4513842,1.24544455,11.36590735,41000.0,-376000.0,-272000.0,97214.73389,59.58,-3.372425556,27.78909492,-92.62657928,2.409999847,-306.7701416,-157.0597534,22.0,0
0.2533333333333333,-0.2446666666666666,-0.263,-1.4088887166666666,0.9675894666666668,12.1406327,43666.66666666666,-378666.6666666667,-268333.3333333333,97216.92301666668,59.58,-3.372425556,27.78909492,-92.62657928,2.409999847,-306.7701416,-157.0597534,22.0,0
0.1986666666666666,-0.2513333333333333,-0.282,-1.3663932333333333,0.6897343833333334,12.91535805,46333.333333333336,-381333.3333333333,-264666.6666666667,97219.11214333332,59.58,-3.372425556,27.78909492,-92.62657928,2.529999852,-322.723114,-156.1256485,23.0,0
0.144,-0.258,-0.301,-1.32389775,0.4118793,13.6900834,49000.0,-384000.0,-261000.0,97221.30127,59.58,-3.372425556,27.78909492,-92.62657928,2.649999857,-338.6760864,-155.1915436,24.0,0
0.1009999999999999,-0.2465,-0.3045,-1.387640975,0.34323275,13.38607725,51000.0,-385000.0,-258000.0,97221.844485,59.575,-2.01270175,36.04430008,-86.03304291,2.649999857,-338.6760864,-155.1915436,24.0,0
0.058,-0.235,-0.308,-1.4513842,0.2745862,13.0820711,53000.0,-386000.0,-255000.0,97222.3877,59.57,-2.01270175,36.04430008,-86.03304291,2.7549998760000003,-350.5907135,-154.27437594999998,25.0,0
0.0005,-0.2165,-0.3289999999999999,-1.426867575,0.269682875,12.6701918,55000.0,-385500.0,-255000.0,97220.959475,59.565,-2.01270175,36.04430008,-86.03304291,2.859999895,-362.5053406,-153.3572083,26.0,0
