field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.measured.pitch,field.measured.roll,field.measured.yaw,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,label
0.818,-0.599,0.037,0.3530394,0.48052585,18.17172245,-88000.0,-267000.0,-408000.0,97078.94287,54.6,13.72381783,15.65132713,-69.91964722,-1.939999938,-719.1743774,-33.39599228,11.0,0
0.818,-0.599,0.037,0.3530394,0.48052585,18.17172245,-88000.0,-267000.0,-408000.0,97078.94287,54.6,13.72381783,15.65132713,-69.91964722,-1.939999938,-719.1743774,-33.39599228,11.0,0
0.7306666666666667,-0.5876666666666667,0.0376666666666666,0.26477955,0.6276256,18.10634478333333,-90666.66666666669,-279333.3333333333,-396666.6666666667,97078.94287,54.6,13.72381783,15.65132713,-69.91964722,-2.470000029,-733.9360962,-31.34357643,13.0,0
0.6433333333333333,-0.5763333333333333,0.0383333333333333,0.1765197,0.77472535,18.040967116666668,-93333.33333333331,-291666.6666666667,-385333.3333333333,97078.94287,54.6,13.72381783,15.65132713,-69.91964722,-2.470000029,-733.9360962,-31.34357643,13.0,0
0.556,-0.565,0.039,0.08825985,0.9218251,17.97558945,-96000.0,-304000.0,-374000.0,97078.94287,54.6,13.72381783,15.65132713,-69.91964722,-3.069999933,-734.0164185,-29.34503174,15.0,0
0.4435,-0.5309999999999999,-0.0064999999999999,-0.00980665,1.014988275,17.1616375,-103500.0,-315500.0,-358000.0,97076.342775,54.595,13.72381783,15.65132713,-69.91964722,-3.069999933,-734.0164185,-29.34503174,15.0,0
0.331,-0.497,-0.052,-0.10787315,1.10815145,16.34768555,-111000.0,-327000.0,-342000.0,97073.74268,54.59,13.72381783,15.65132713,-69.91964722,-3.069999933,-734.0164185,-29.34503174,15.0,0
0.2615,-0.483,-0.108,-0.181423025,1.08853815,16.450655375,-116500.0,-336000.0,-330500.0,97068.67371,54.59,13.72381783,15.65132713,-69.91964722,-3.730000019,-718.2218628,-155.6579132,17.0,0
0.192,-0.469,-0.164,-0.2549729,1.06892485,16.5536252,-122000.0,-345000.0,-319000.0,97063.60474,54.59,26.28485107,33.81255341,-63.37914276,-3.730000019,-718.2218628,-155.6579132,17.0,0
0.1896666666666666,-0.4453333333333333,-0.1883333333333333,-0.2974683833333333,1.2160246,15.801782033333332,-125333.33333333331,-347666.6666666667,-314000.0,97061.28337,54.59,26.28485107,33.81255341,-63.37914276,-4.0750000475,-660.78286745,-156.40881345,18.0,0
0.1873333333333333,-0.4216666666666667,-0.2126666666666666,-0.3399638666666666,1.36312435,15.049938866666666,-128666.66666666669,-350333.3333333333,-309000.0,97058.962,54.59,26.28485107,33.81255341,-63.37914276,-4.420000076,-603.3438721,-157.1597137,19.0,0
0.185,-0.398,-0.237,-0.38245935,1.5102241,14.2980957,-132000.0,-353000.0,-304000.0,97056.64063,54.59,26.28485107,33.81255341,-63.37914276,-4.420000076,-603.3438721,-157.1597137,19.0,0
0.133,-0.362,-0.2815,-0.42168595,1.524934075,13.567500275,-133500.0,-356000.0,-297500.0,97050.314335,54.585,26.28485107,33.81255341,-63.37914276,-5.150000095,-574.3984985,-158.5785065,20.0,0
0.081,-0.326,-0.326,-0.46091255,1.53964405,12.83690485,-135000.0,-359000.0,-291000.0,97043.98804,54.58,26.28485107,33.81255341,-63.37914276,-5.150000095,-574.3984985,-158.5785065,20.0,0
0.0226666666666666,-0.3186666666666666,-0.335,-0.42168595,1.3663932333333333,13.016693433333334,-134333.33333333334,-362000.0,-288000.0,97041.23332,54.58,26.28485107,33.81255341,-63.37914276,-5.150000095,-574.3984985,-158.5785065,20.0,0
-0.0356666666666666,-0.3113333333333333,-0.344,-0.38245935,1.1931424166666666,13.196482016666666,-133666.66666666666,-365000.0,-285000.0,97038.4786,54.58,26.28485107,33.81255341,-63.37914276,-5.869999886,-535.2349243,-159.8796082,22.0,0
-0.094,-0.304,-0.353,-0.34323275,1.0198916,13.3762706,-133000.0,-368000.0,-282000.0,97035.72388,54.58,28.6066227,40.09898376,-54.06396103,-5.869999886,-535.2349243,-159.8796082,22.0,0
-0.004,-0.2665,-0.387,-0.318716125,0.710982125,12.841808175,-130000.0,-369000.0,-280000.0,97032.699585,54.58,28.6066227,40.09898376,-54.06396103,-6.599999905,-495.8063965,-161.0801849,24.0,0
0.086,-0.229,-0.421,-0.2941995,0.40207265,12.30734575,-127000.0,-370000.0,-278000.0,97029.67529,54.58,28.6066227,40.09898376,-54.06396103,-6.9599998,-477.1508179,-161.63882445000002,24.5,0
0.074,-0.2253333333333333,-0.4216666666666666,-0.3170816833333333,0.4576436666666666,12.029490666666666,-124333.33333333331,-371000.0,-278333.3333333333,97025.99080333332,54.58,28.6066227,40.09898376,-54.06396103,-7.319999695,-458.4952393,-162.197464,25.0,0
0.062,-0.2216666666666666,-0.4223333333333333,-0.3399638666666666,0.5132146833333333,11.751635583333334,-121666.66666666669,-372000.0,-278666.6666666667,97022.30631666668,54.58,28.6066227,40.09898376,-54.06396103,-7.319999695,-458.4952393,-162.197464,25.0,0
0.05,-0.218,-0.423,-0.36284605,0.5687857,11.4737805,-119000.0,-373000.0,-279000.0,97018.62183,54.58,28.6066227,40.09898376,-54.06396103,-7.674999714,-433.0491028,-162.70133975,26.0,0
0.0455,-0.192,-0.4265,-0.40207265,0.5638823749999999,10.4342756,-113000.0,-376000.0,-276500.0,97013.55896,54.58,28.6066227,40.09898376,-54.06396103,-8.029999733,-407.6029663,-163.2052155,27.0,0
0.041,-0.166,-0.43,-0.44129925,0.55897905,9.3947707,-107000.0,-379000.0,-274000.0,97008.49609,54.58,28.6066227,40.09898376,-54.06396103,-8.029999733,-407.6029663,-163.2052155,27.0,0
0.0623333333333333,-0.162,-0.4326666666666666,-0.4184170666666666,0.6210878333333334,8.97308475,-102666.66666666669,-380666.6666666667,-273666.6666666667,97007.36083666667,54.58,28.6066227,40.09898376,-54.06396103,-8.029999733,-407.6029663,-163.2052155,27.0,0
