field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.measured.pitch,field.measured.roll,field.measured.yaw,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,label
0.055,0.021,-0.052,-0.12748645,0.1569064,8.18855275,301000.0,-366000.0,-303000.0,97447.53418,41.98,-2.410406828,-1.7461714745,-88.717952725,-7.80999979,-1987.5803835,-42.301057815,0.5,0
0.055,0.021,-0.052,-0.12748645,0.1569064,8.18855275,301000.0,-366000.0,-303000.0,97447.53418,41.98,-2.410406828,-1.7461714745,-88.717952725,-7.80999979,-1987.5803835,-42.301057815,0.5,0
-0.0449999999999999,0.032,-0.0305,-0.122583125,0.142196425,8.693595225,297500.0,-372500.0,-300000.0,97448.236085,41.975,-2.945629358,-1.396801472,-88.17159271,0.07,-1987.901123,-42.62103653,1.0,0
-0.145,0.043,-0.009,-0.1176798,0.12748645,9.1986377,294000.0,-379000.0,-297000.0,97448.93799,41.97,-2.945629358,-1.396801472,-88.17159271,0.07,-1987.901123,-42.62103653,1.0,0
-0.1915,0.0244999999999999,0.0105,-0.142196425,0.0784532,9.017214675000002,289000.0,-372500.0,-310000.0,97447.299195,41.97,-2.945629358,-1.396801472,-88.17159271,0.07,-1987.901123,-42.62103653,1.0,0
-0.238,0.006,0.03,-0.16671305,0.02941995,8.83579165,284000.0,-366000.0,-323000.0,97445.6604,41.97,-2.945629358,-1.396801472,-88.17159271,0.189999998,-487.901123,-273.019989,2.0,0
0.153,-0.0003333333333333,0.0059999999999999,-0.1699819333333333,0.0359577166666666,9.293435316666669,275666.6666666667,-361666.6666666667,-329000.0,97447.58097333332,41.96666666666667,-2.945629358,-1.396801472,-88.17159271,0.189999998,-487.901123,-273.019989,2.0,0
0.544,-0.0066666666666666,-0.018,-0.1732508166666666,0.0424954833333333,9.751078983333334,267333.3333333333,-357333.3333333333,-335000.0,97449.50154666668,41.96333333333333,-2.945629358,-1.396801472,-88.17159271,0.2549999954999999,-438.5478973,-272.11550905,3.0,0
0.935,-0.013,-0.042,-0.1765197,0.04903325,10.20872265,259000.0,-353000.0,-341000.0,97451.42212,41.96,-2.945629358,-1.396801472,-88.17159271,0.319999993,-389.1946716,-271.2110291,4.0,0
1.0135,0.0345,-0.051,-0.14709975,0.0392266,9.81645665,285500.0,-380500.0,-314000.0,97450.2594,41.96,-2.945629358,-1.396801472,-88.17159271,0.3899999859999999,-389.1946716,-270.3065491,5.0,0
1.092,0.082,-0.06,-0.1176798,0.02941995,9.42419065,312000.0,-408000.0,-287000.0,97449.09668,41.96,-2.945629358,-1.396801472,-88.17159271,0.459999979,-389.1946716,-269.4020691,6.0,0
1.033,0.0546666666666666,-0.0456666666666666,-0.1797885833333333,0.1078731499999999,9.764154516666666,296333.3333333333,-400666.6666666667,-298333.3333333333,97451.36922333331,41.95666666666667,-3.444585562,4.952374458,-88.13422394,0.459999979,-389.1946716,-269.4020691,6.0,0
0.974,0.0273333333333333,-0.0313333333333333,-0.2418973666666666,0.1863263499999999,10.104118383333333,280666.6666666667,-393333.3333333333,-309666.6666666667,97453.64176666668,41.95333333333333,-3.444585562,4.952374458,-88.13422394,0.599999964,-395.5423279,-267.5846252,8.0,0
0.915,-2.08e-18,-0.017,-0.30400615,0.26477955,10.44408225,265000.0,-386000.0,-321000.0,97455.91431,41.95,-3.444585562,4.952374458,-88.13422394,0.599999964,-395.5423279,-267.5846252,8.0,0
0.841,0.029,-0.001,-0.3138128,0.36284605,10.3165958,220000.0,-407000.0,-325000.0,97457.20825,41.95,-3.444585562,4.952374458,-88.13422394,0.599999964,-395.5423279,-267.5846252,8.0,0
0.7753333333333333,0.034,-0.0006666666666666,-0.34323275,0.4347614833333333,10.211991533333334,219333.3333333333,-414000.0,-318666.6666666667,97455.08422666666,41.946666666666665,-3.444585562,4.952374458,-88.13422394,0.74000001,-395.5423279,-265.7756653,10.0,0
0.7096666666666667,0.039,-0.0003333333333333,-0.3726527,0.5066769166666667,10.107387266666668,218666.66666666663,-421000.0,-312333.3333333333,97452.96020333334,41.943333333333335,-3.444585562,4.952374458,-88.13422394,0.74000001,-395.5423279,-265.7756653,10.0,0
0.644,0.044,-5.39e-18,-0.40207265,0.57859235,10.002783,218000.0,-428000.0,-306000.0,97450.83618,41.94,-3.6848677995,9.117032766,-88.148801805,0.8050000075,-396.12797545,-264.86694335000004,10.5,0
0.592,0.0289999999999999,-0.0143333333333333,-0.4511059,0.6407011333333333,10.1204628,216333.3333333333,-435333.3333333333,-302333.3333333333,97451.99178,41.94,-3.925150037,13.281691074,-88.16337967,0.870000005,-396.713623,-263.9582214,11.0,0
0.54,0.0139999999999999,-0.0286666666666666,-0.50013915,0.7028099166666666,10.2381426,214666.66666666663,-442666.6666666667,-298666.6666666667,97453.14738,41.94,-4.1654322745000005,17.446349382,-88.17795753499999,0.944999993,-396.713623,-263.04951475,12.0,0
0.488,-0.001,-0.043,-0.5491724,0.7649187,10.3558224,213000.0,-450000.0,-295000.0,97454.30298,41.94,-4.405714512,21.61100769,-88.1925354,1.019999981,-396.713623,-262.1408081,13.0,0
0.4649999999999999,0.0355,-0.0834999999999999,-0.5638823749999999,0.8678885249999999,9.83606995,211000.0,-454500.0,-288500.0,97454.31824,41.935,-4.405714512,21.61100769,-88.1925354,1.089999974,-394.14147945,-261.23631285,14.0,0
0.442,0.072,-0.124,-0.57859235,0.97085835,9.3163175,209000.0,-459000.0,-282000.0,97454.3335,41.93,-4.405714512,21.61100769,-88.1925354,1.159999967,-391.5693359,-260.3318176,15.0,0
0.4063333333333333,0.0529999999999999,-0.157,-0.6210878333333333,0.9643205833333334,9.241133183333334,207000.0,-461666.6666666667,-281000.0,97454.81567666668,41.93,-4.405714512,21.61100769,-88.1925354,1.159999967,-391.5693359,-260.3318176,15.0,0
0.3706666666666667,0.0339999999999999,-0.19,-0.6635833166666667,0.9577828166666666,9.165948866666666,205000.0,-464333.3333333333,-280000.0,97455.29785333332,41.93,-4.405714512,21.61100769,-88.1925354,1.2299999595000002,-391.5693359,-259.42732235,16.0,0
0.335,0.015,-0.223,-0.7060788,0.95124505,9.09076455,203000.0,-467000.0,-279000.0,97455.78003,41.93,-4.405714512,21.61100769,-88.1925354,1.299999952,-391.5693359,-258.5228271,17.0,0
0.327,-0.0225,-0.2545,-0.760015375,0.95124505,9.085861225,208000.0,-469500.0,-271000.0,97456.31714,41.93,-4.405714512,21.61100769,-88.1925354,1.299999952,-391.5693359,-258.5228271,17.0,0
0.319,-0.06,-0.286,-0.81395195,0.95124505,9.0809579,213000.0,-472000.0,-263000.0,97456.85425,41.93,-6.091382504,30.91202164,-86.36277008,1.449999928,-390.6059265,-256.7223206,19.0,0
0.31,-0.0655,-0.3159999999999999,-0.8041453000000001,0.79433865,9.144701125,208000.0,-470500.0,-264000.0,97458.5907,41.925,-6.091382504,30.91202164,-86.36277008,1.49249994725,-389.098976125,-256.27219395,19.25,0
0.301,-0.071,-0.346,-0.79433865,0.63743225,9.20844435,203000.0,-469000.0,-265000.0,97460.32715,41.92,-6.091382504,30.91202164,-86.36277008,1.5349999665,-387.59202575,-255.8220673,19.5,0
0.2886666666666667,-0.0636666666666666,-0.3413333333333333,-0.7910697666666667,0.6537766666666667,9.24767095,206666.66666666663,-467666.6666666667,-262666.6666666667,97459.15934333332,41.91666666666666,-6.091382504,30.91202164,-86.36277008,1.57749998575,-386.085075375,-255.37194065,19.75,0
0.2763333333333333,-0.0563333333333333,-0.3366666666666666,-0.7878008833333333,0.6701210833333333,9.28689755,210333.3333333333,-466333.3333333333,-260333.3333333333,97457.99153666668,41.91333333333333,-6.091382504,30.91202164,-86.36277008,1.620000005,-384.578125,-254.921814,20.0,0
0.264,-0.049,-0.332,-0.784532,0.6864655,9.32612415,214000.0,-465000.0,-258000.0,97456.82373,41.91,-6.091382504,30.91202164,-86.36277008,1.799999952,-384.578125,-253.1381836,22.0,0
0.2626666666666666,-0.023,-0.336,-0.8466407833333334,0.6603144333333333,8.93385815,214000.0,-465333.3333333333,-259666.66666666663,97458.79923333334,41.91,-6.091382504,30.91202164,-86.36277008,1.799999952,-384.578125,-253.1381836,22.0,0
