field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.measured.pitch,field.measured.roll,field.measured.yaw,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,label
0.707,-0.187,-0.23,-0.6276256,1.0198916,14.68055505,509000.0,-409000.0,-272000.0,98397.79663,32.64,-6.275187016,-2.169070482,-75.69083405,0.930000007,-527.7538452,-34.46241379,6.0,0
0.7655,-0.19,-0.2345,-0.701175475,0.93163175,13.94015298,441000.0,-385000.0,-298000.0,98398.19031,32.64,-6.275187016,-2.169070482,-75.69083405,0.930000007,-527.7538452,-34.46241379,6.0,0
0.824,-0.193,-0.239,-0.77472535,0.8433719,13.1997509,373000.0,-361000.0,-324000.0,98398.58398,32.64,-6.275187016,-2.169070482,-75.69083405,1.090000033,-527.7538452,-32.7443428,8.0,0
0.788666667,-0.213666667,-0.228666667,-0.712616567,0.77472535,13.50375705,398333.3333,-390333.3333,-305333.3333,98397.40193,32.64,-3.292975903,8.510416985,-72.92127991,1.090000033,-527.7538452,-32.7443428,8.0,0
0.753333333,-0.234333333,-0.218333333,-0.650507783,0.7060788,13.8077632,423666.6667,-419666.6667,-286666.6667,98396.21989,32.64,-3.292975903,8.510416985,-72.92127991,1.209999919,-556.9820557,-414.0871582,10.0,0
0.718,-0.255,-0.208,-0.588399,0.63743225,14.11176935,449000.0,-449000.0,-268000.0,98395.03784,32.64,-3.292975903,8.510416985,-72.92127991,1.209999919,-556.9820557,-414.0871582,10.0,0
0.76,-0.237,-0.2085,-0.38245935,0.612915625,14.37164558,510000.0,-527000.0,-223500.0,98398.80676,32.635,-3.292975903,8.510416985,-72.92127991,1.209999919,-556.9820557,-414.0871582,10.0,0
0.802,-0.219,-0.209,-0.1765197,0.588399,14.6315218,571000.0,-605000.0,-179000.0,98402.57568,32.63,-3.292975903,8.510416985,-72.92127991,1.299999952,-456.9820557,-412.3880005,12.0,0
0.901,-0.2015,-0.214,-0.12748645,0.4314926,14.24415913,588500.0,-623500.0,-161500.0,98404.54102,32.63,-3.292975903,8.510416985,-72.92127991,1.309999943,-455.6547776,-411.9738007,12.25,0
1.0,-0.184,-0.219,-0.0784532,0.2745862,13.85679645,606000.0,-642000.0,-144000.0,98406.50635,32.63,-3.292975903,8.510416985,-72.92127991,1.319999933,-454.3274994,-411.5596009,12.5,0
0.875,-0.202333333,-0.183333333,-0.094797617,0.2549729,14.40269997,572333.3333,-630666.6667,-152000.0,98403.42611,32.62666667,-3.292975903,8.510416985,-72.92127991,1.329999924,-453.0002213,-411.145401,12.75,0
0.75,-0.220666667,-0.147666667,-0.111142033,0.2353596,14.94860348,538666.6667,-619333.3333,-160000.0,98400.34587,32.62333333,-3.292975903,8.510416985,-72.92127991,1.339999914,-451.6729431,-410.7312012,13.0,0
0.625,-0.239,-0.112,-0.12748645,0.2157463,15.494507,505000.0,-608000.0,-168000.0,98397.26563,32.62,-2.231311369,14.42330424,-71.15773519,1.339999914,-451.6729431,-410.1901957,13.66666667,0
0.494,-0.2115,-0.0845,-0.112776475,0.1569064,14.85707475,472000.0,-589500.0,-179500.0,98399.71619,32.62,-1.169646834,20.3361915,-69.39419047,1.339999914,-451.6729431,-409.6491903,14.33333333,0
0.363,-0.184,-0.057,-0.0980665,0.0980665,14.2196425,439000.0,-571000.0,-191000.0,98402.16675,32.62,-0.1079823,26.24907875,-67.63064575,1.339999914,-451.6729431,-409.1081848,15.0,0
0.345,-0.161666667,-0.046666667,-0.26477955,0.169981933,12.98073572,423333.3333,-563666.6667,-191000.0,98402.06096,32.62,-0.1079823,26.24907875,-67.63064575,1.319999933,-449.6035614,-408.305069,16.0,0
0.327,-0.139333333,-0.036333333,-0.4314926,0.241897367,11.74182893,407666.6667,-556333.3333,-191000.0,98401.95516,32.62,-0.1079823,26.24907875,-67.63064575,1.299999952,-447.5341797,-407.5019531,17.0,0
0.309,-0.117,-0.026,-0.59820565,0.3138128,10.50292215,392000.0,-549000.0,-191000.0,98401.84937,32.62,-0.1079823,26.24907875,-67.63064575,1.24000001,-447.5341797,-405.929657,18.0,0
0.3735,-0.0825,-0.0705,-0.563882375,0.46091255,8.193456075,369000.0,-545500.0,-195500.0,98400.2472,32.615,-0.1079823,26.24907875,-67.63064575,1.24000001,-447.5341797,-405.929657,18.0,0
0.438,-0.048,-0.115,-0.5295591,0.6080123,5.88399,346000.0,-542000.0,-200000.0,98398.64502,32.61,-0.1079823,26.24907875,-67.63064575,1.24000001,-447.5341797,-405.929657,18.0,0
0.266,-0.06,-0.145666667,-0.621087833,0.75511205,6.779664033,335000.0,-538666.6667,-200666.6667,98398.37647,32.61,-0.1079823,26.24907875,-67.63064575,1.179999948,-432.4277954,-404.3911743,20.0,0
0.094,-0.072,-0.176333333,-0.712616567,0.9022118,7.675338067,324000.0,-535333.3333,-201333.3333,98398.10791,32.61,-0.1079823,26.24907875,-67.63064575,1.149999976,-432.4277954,-402.8778992,22.0,0
-0.078,-0.084,-0.207,-0.8041453,1.04931155,8.5710121,313000.0,-532000.0,-202000.0,98397.83936,32.61,1.210835814,36.15477753,-64.61774445,1.149999976,-432.4277954,-402.8778992,22.0,0
-0.025,-0.0525,-0.239,-0.779628675,0.75511205,8.62004535,303000.0,-518500.0,-209000.0,98394.90357,32.605,1.210835814,36.15477753,-64.61774445,1.157499969,-426.8550949,-402.5059662,22.25,0
0.028,-0.021,-0.271,-0.75511205,0.46091255,8.6690786,293000.0,-505000.0,-216000.0,98391.96777,32.6,1.210835814,36.15477753,-64.61774445,1.164999962,-421.2823944,-402.1340332,22.5,0
0.132666667,-0.029,-0.269333333,-0.77472535,0.467450317,8.9240515,287000.0,-497666.6667,-220666.6667,98391.02173,32.6,1.210835814,36.15477753,-64.61774445,1.202499986,-415.7096939,-401.0351105,23.75,0
0.237333333,-0.037,-0.267666667,-0.79433865,0.473988083,9.1790244,281000.0,-490333.3333,-225333.3333,98390.07568,32.6,1.210835814,36.15477753,-64.61774445,1.24000001,-410.1369934,-399.9361877,25.0,0
0.342,-0.045,-0.266,-0.81395195,0.48052585,9.4339973,275000.0,-483000.0,-230000.0,98389.12964,32.6,1.210835814,36.15477753,-64.61774445,1.24000001,-410.1369934,-399.9361877,25.0,0
0.301,-0.042,-0.253333333,-0.9022118,0.447837017,9.24767095,270666.6667,-477333.3333,-232000.0,98389.72982,32.59666667,1.210835814,36.15477753,-64.61774445,1.289999962,-397.5452423,-399.2218933,26.0,0
0.26,-0.039,-0.240666667,-0.99047165,0.415148183,9.0613446,266333.3333,-471666.6667,-234000.0,98390.33,32.59333333,1.210835814,36.15477753,-64.61774445,1.339999914,-384.9534912,-398.5075989,27.0,0
0.219,-0.036,-0.228,-1.0787315,0.38245935,8.87501825,262000.0,-466000.0,-236000.0,98390.93018,32.59,1.210835814,36.15477753,-64.61774445,1.339999914,-384.9534912,-398.5075989,27.0,0
0.1445,-0.0385,-0.2305,-1.04931155,0.44129925,9.8262633,254000.0,-464000.0,-235000.0,98390.58838,32.59,1.210835814,36.15477753,-64.61774445,1.339999914,-384.9534912,-398.5075989,27.0,0
0.07,-0.041,-0.233,-1.0198916,0.50013915,10.77750835,246000.0,-462000.0,-234000.0,98390.24658,32.59,-1.473524451,39.98037338,-60.35886002,1.449999928,-384.9534912,-397.1212769,28.0,0
0.008,-0.038666667,-0.223666667,-1.016622717,0.487063617,11.4345539,242333.3333,-462333.3333,-233666.6667,98390.77555,32.59,-1.473524451,39.98037338,-60.35886002,1.449999928,-384.9534912,-397.1212769,28.0,0
-0.054,-0.036333333,-0.214333333,-1.013353833,0.473988083,12.09159945,238666.6667,-462666.6667,-233333.3333,98391.30453,32.59,-1.473524451,39.98037338,-60.35886002,1.589999914,-362.5600891,-395.7686157,30.0,0
-0.116,-0.034,-0.205,-1.01008495,0.46091255,12.748645,235000.0,-463000.0,-233000.0,98391.8335,32.59,-1.473524451,39.98037338,-60.35886002,1.589999914,-362.5600891,-395.7686157,30.0,0
-0.172,-0.0085,-0.202,-1.1179581,0.55897905,11.62088025,234500.0,-457000.0,-239500.0,98392.53235,32.59,-1.473524451,39.98037338,-60.35886002,1.589999914,-362.5600891,-395.7686157,30.0,0
-0.228,0.017,-0.199,-1.22583125,0.65704555,10.4931155,234000.0,-451000.0,-246000.0,98393.2312,32.59,-1.473524451,39.98037338,-60.35886002,1.730000019,-362.5600891,-394.4668579,32.0,0
-0.279333333,0.031,-0.216333333,-1.2356379,0.630894483,10.31332692,231666.6667,-446000.0,-250000.0,98393.75,32.58666667,-1.473524451,39.98037338,-60.35886002,1.870000005,-362.2909546,-393.198761,33.0,0
-0.330666667,0.045,-0.233666667,-1.24544455,0.604743417,10.13353833,229333.3333,-441000.0,-254000.0,98394.2688,32.58333333,-1.473524451,39.98037338,-60.35886002,1.870000005,-362.2909546,-393.198761,33.0,0
-0.382,0.059,-0.251,-1.2552512,0.57859235,9.95374975,227000.0,-436000.0,-258000.0,98394.7876,32.58,-1.473524451,39.98037338,-60.35886002,1.870000005,-362.2909546,-393.198761,33.0,0
-0.409,0.059,-0.2565,-1.34351105,0.544269075,9.69877685,224000.0,-419500.0,-267500.0,98395.79468,32.58,-4.704349518,36.53031921,-56.71215057,1.870000005,-362.2909546,-393.198761,33.0,0
-0.436,0.059,-0.262,-1.4317709,0.5099458,9.44380395,221000.0,-403000.0,-277000.0,98396.80176,32.58,-4.704349518,36.53031921,-56.71215057,2.029999971,-362.2909546,-391.973053,35.0,0
-0.475333333,0.066333333,-0.265666667,-1.415426483,0.679927733,9.371888517,218666.6667,-394333.3333,-286000.0,98396.84652,32.57666667,-4.704349518,36.53031921,-56.71215057,2.029999971,-362.2909546,-391.973053,35.0,0
-0.514666667,0.073666667,-0.269333333,-1.399082067,0.849909667,9.299973083,216333.3333,-385666.6667,-295000.0,98396.89128,32.57333333,-4.704349518,36.53031921,-56.71215057,2.11500001,-357.1955719,-391.3771057,35.5,0
-0.554,0.081,-0.273,-1.38273765,1.0198916,9.22805765,214000.0,-377000.0,-304000.0,98396.93604,32.57,-4.704349518,36.53031921,-56.71215057,2.200000048,-352.1001892,-390.7811584,36.0,0
-0.595,0.092,-0.265,-1.44157755,0.985568325,8.5121722,211000.0,-354500.0,-318000.0,98398.37037,32.57,-4.704349518,36.53031921,-56.71215057,2.200000048,-352.1001892,-390.7811584,36.0,0
-0.636,0.103,-0.257,-1.50041745,0.95124505,7.79628675,208000.0,-332000.0,-332000.0,98399.80469,32.57,-4.704349518,36.53031921,-56.71215057,2.389999866,-352.1001892,-389.6229553,38.0,0
-0.59,0.112,-0.2415,-1.573967325,0.79433865,6.869558325,206000.0,-314500.0,-344000.0,98401.17798,32.57,-4.704349518,36.53031921,-56.71215057,2.389999866,-352.1001892,-389.6229553,38.0,0
-0.544,0.121,-0.226,-1.6475172,0.63743225,5.9428299,204000.0,-297000.0,-356000.0,98402.55127,32.57,-4.704349518,36.53031921,-56.71215057,2.389999866,-352.1001892,-389.6229553,38.0,0
-0.529,0.121,-0.218,-1.71616375,0.4511059,6.080123,207000.0,-288500.0,-360000.0,98403.50342,32.5675,-4.704349518,36.53031921,-56.71215057,2.609999895,-339.6833496,-388.481781,39.0,0
-0.514,0.121,-0.21,-1.7848103,0.26477955,6.2174161,210000.0,-280000.0,-364000.0,98404.45557,32.565,-9.605287552,24.71565437,-53.08067322,2.609999895,-339.6833496,-388.481781,39.0,0
-0.499,0.121,-0.202,-1.85345685,0.0784532,6.3547092,213000.0,-271500.0,-368000.0,98405.40771,32.5625,-9.605287552,24.71565437,-53.08067322,2.859999895,-339.6833496,-387.3658447,41.0,0
-0.484,0.121,-0.194,-1.9221034,-0.10787315,6.4920023,216000.0,-263000.0,-372000.0,98406.35986,32.56,-9.605287552,24.71565437,-53.08067322,3.004999876,-337.7241211,-386.8121643,42.0,0
-0.464,0.097,-0.19,-1.6671305,0.8825985,6.34490255,225000.0,-239000.0,-382000.0,98409.40552,32.56,-9.605287552,24.71565437,-53.08067322,3.149999857,-335.7648926,-386.2584839,43.0,0
-0.4596,0.108,-0.1894,-1.66516917,0.87279185,6.29194664,224800.0,-235600.0,-384400.0,98409.89746,32.558,-9.605287552,24.71565437,-53.08067322,3.149999857,-335.7648926,-386.2584839,43.0,0
-0.4552,0.119,-0.1888,-1.66320784,0.8629852,6.23899073,224600.0,-232200.0,-386800.0,98410.3894,32.556,-9.605287552,24.71565437,-53.08067322,3.149999857,-335.7648926,-386.2584839,43.0,0
-0.4508,0.13,-0.1882,-1.66124651,0.85317855,6.18603482,224400.0,-228800.0,-389200.0,98410.88135,32.554,-9.605287552,24.71565437,-53.08067322,3.319999934,-335.7648926,-385.7131806,43.5,0
-0.4464,0.141,-0.1876,-1.65928518,0.8433719,6.13307891,224200.0,-225400.0,-391600.0,98411.37329,32.552,-9.605287552,24.71565437,-53.08067322,3.49000001,-335.7648926,-385.1678772,44.0,0
-0.442,0.152,-0.187,-1.65732385,0.83356525,6.080123,224000.0,-222000.0,-394000.0,98411.86523,32.55,-9.605287552,24.71565437,-53.08067322,3.859999895,-311.8263245,-384.0774231,46.0,0
-0.458,0.128,-0.18,-1.8240369,0.44129925,6.5116156,239000.0,-196000.0,-402000.0,98415.52734,32.55,-11.72122717,19.37960005,-51.53289605,3.859999895,-311.8263245,-384.0774231,46.0,0
-0.432,0.129,-0.175,-1.8044236,0.436395925,6.46258235,239000.0,-187500.0,-405500.0,98417.59338,32.545,-13.83716679,14.04354572,-49.98511887,3.859999895,-311.8263245,-384.0774231,46.0,0
