time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.airspeed,field.measured.pitch,field.measured.roll,field.measured.yaw,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist
2018-10-05 19:58:52.800,0.786,0.019,-0.089,-0.8041453,0.16671305,9.0809579,-46000.0,-113000.0,-522000.0,97254.56543,37.37,0.0,1.860707045,0.448904485,-92.46420288,-0.75,-624.376709,-35.5512886,8.0
2018-10-05 19:58:52.840,0.803,0.0186666666666666,-0.09,-0.8662540833333333,0.1503686333333333,9.143066683333332,-41333.333333333336,-125000.0,-517666.6666666667,97252.76082333332,37.373333333333335,0.0,1.860707045,0.448904485,-92.46420288,-0.75,-624.376709,-35.5512886,8.0
2018-10-05 19:58:52.880,0.82,0.0183333333333333,-0.091,-0.9283628666666668,0.1340242166666666,9.205175466666669,-36666.66666666666,-137000.0,-513333.3333333333,97250.95621666667,37.376666666666665,0.0,1.860707045,0.448904485,-92.46420288,-0.75,-624.376709,-35.5512886,8.0
2018-10-05 19:58:52.920,0.837,0.018,-0.092,-0.99047165,0.1176798,9.26728425,-32000.0,-149000.0,-509000.0,97249.15161,37.38,0.0,1.860707045,0.448904485,-92.46420288,-0.75,-624.376709,-35.5512886,8.0
2018-10-05 19:58:52.960,0.8323333333333333,0.023,-0.084,-1.02969825,0.1307553333333333,9.211713233333333,-28333.33333333333,-160000.0,-502333.3333333333,97247.46297,37.376666666666665,0.0,1.860707045,0.448904485,-92.46420288,-0.8400000034999999,-610.6338501,-34.490421295000004,9.0
2018-10-05 19:58:53.000,0.8276666666666667,0.028,-0.076,-1.06892485,0.1438308666666666,9.156142216666666,-24666.666666666668,-171000.0,-495666.6666666667,97245.77433,37.373333333333335,0.0,1.860707045,0.448904485,-92.46420288,-0.930000007,-596.8909912,-33.42955399,10.0
2018-10-05 19:58:53.040,0.823,0.033,-0.068,-1.10815145,0.1569064,9.1005712,-21000.0,-182000.0,-489000.0,97244.08569,37.37,0.0,1.860707045,0.448904485,-92.46420288,-0.930000007,-596.8909912,-33.42955399,10.0
2018-10-05 19:58:53.080,0.7853333333333333,0.0313333333333333,-0.0643333333333333,-1.124495866666667,0.1928641166666666,9.0025047,-16666.666666666668,-193666.66666666663,-480333.3333333333,97243.36344333334,37.37,0.0,1.860707045,0.448904485,-92.46420288,-1.0200000105,-596.8909912,-32.359291080000006,11.0
2018-10-05 19:58:53.120,0.7476666666666666,0.0296666666666666,-0.0606666666666666,-1.140840283333333,0.2288218333333333,8.9044382,-12333.333333333334,-205333.3333333333,-471666.6666666667,97242.64119666668,37.37,0.0,1.860707045,0.448904485,-92.46420288,-1.110000014,-596.8909912,-31.28902817,12.0
2018-10-05 19:58:53.160,0.71,0.028,-0.057,-1.1571847,0.26477955,8.8063717,-8000.0,-217000.0,-463000.0,97241.91895,37.37,0.0,1.2087117435,11.4235966075,-91.655605315,-1.1949999925,-584.61816405,-35.572942735,13.0
2018-10-05 19:58:53.200,0.6375,0.0275,-0.067,-1.122861425,0.2991028249999999,8.73772515,-2500.0,-230500.0,-450500.0,97237.72278,37.37,0.0,0.556716442,22.39828873,-90.84700775,-1.279999971,-572.3453369,-39.8568573,14.0
2018-10-05 19:58:53.240,0.565,0.027,-0.077,-1.08853815,0.3334261,8.6690786,3000.0,-244000.0,-438000.0,97233.52661,37.37,0.0,0.556716442,22.39828873,-90.84700775,-1.279999971,-572.3453369,-39.8568573,14.0
2018-10-05 19:58:53.280,0.1836666666666666,0.0156666666666666,-0.043,-1.14737805,0.3595771666666666,8.665809716666667,-8000.0,-254666.66666666663,-434333.3333333333,97232.59684,37.37,0.0,0.556716442,22.39828873,-90.84700775,-1.3549999595000002,-522.84535215,-40.207151415,15.5
2018-10-05 19:58:53.320,-0.1976666666666666,0.0043333333333333,-0.0089999999999999,-1.20621795,0.3857282333333333,8.662540833333335,-19000.0,-265333.3333333333,-430666.6666666667,97231.66707,37.37,0.0,0.556716442,22.39828873,-90.84700775,-1.4049999516666667,-502.06905108333336,-40.445547106666666,16.333333333333332
2018-10-05 19:58:53.360,-0.579,-0.007,0.025,-1.26505785,0.4118793,8.65927195,-30000.0,-276000.0,-427000.0,97230.7373,37.37,0.0,0.556716442,22.39828873,-90.84700775,-1.4549999438333334,-481.2927500166667,-40.68394279833333,17.166666666666668
2018-10-05 19:58:53.400,-1.0499999999999998,-0.0034999999999999,0.07,-1.26505785,0.6080123,9.242767625,-25000.0,-278000.0,-429500.0,97231.27441,37.37,0.0,0.556716442,22.39828873,-90.84700775,-1.504999936,-460.51644895,-40.92233849,18.0
2018-10-05 19:58:53.440,-1.521,1.41e-17,0.115,-1.26505785,0.8041453,9.8262633,-20000.0,-280000.0,-432000.0,97231.81152,37.37,0.0,0.556716442,22.39828873,-90.84700775,-1.54249993,-454.101989725,-41.10478497,18.5
2018-10-05 19:58:53.480,-1.543,0.043,0.106,-1.2617889666666666,0.89240515,9.813187766666667,-24000.0,-267333.3333333333,-443333.3333333333,97232.76367,37.36666666666667,0.0,0.556716442,22.39828873,-90.84700775,-1.579999924,-447.6875305,-41.28723145,19.0
2018-10-05 19:58:53.520,-1.565,0.086,0.097,-1.2585200833333334,0.980665,9.800112233333332,-28000.0,-254666.66666666663,-454666.6666666667,97233.71582,37.36333333333333,0.0,0.556716442,22.39828873,-90.84700775,-1.719999909,-447.6875305,-42.04622269,21.0
2018-10-05 19:58:53.560,-1.587,0.129,0.088,-1.2552512,1.06892485,9.7870367,-32000.0,-242000.0,-466000.0,97234.66797,37.36,0.0,0.266072685,14.6255080715,-91.2938385,-1.719999909,-447.6875305,-42.04622269,21.0
2018-10-05 19:58:53.600,-1.552,0.1679999999999999,0.0535,-1.250347875,1.083634825,9.360447425,-23000.0,-207000.0,-486000.0,97233.203125,37.36,0.0,-0.024571072,6.852727413,-91.74066925,-1.719999909,-447.6875305,-42.04622269,21.0
2018-10-05 19:58:53.640,-1.517,0.207,0.019,-1.24544455,1.0983448,8.93385815,-14000.0,-172000.0,-506000.0,97231.73828,37.36,0.0,-0.024571072,6.852727413,-91.74066925,-1.860000014,-416.7510986,-42.81261444,23.0
2018-10-05 19:58:53.680,-1.4443333333333332,0.2313333333333333,-0.0103333333333333,-1.2585200833333334,0.9937405333333332,8.3160392,-22333.333333333336,-150000.0,-515666.6666666667,97230.03336666668,37.36,0.0,-0.024571072,6.852727413,-91.74066925,-1.930000007,-416.7510986,-43.183179855,24.0
2018-10-05 19:58:53.720,-1.3716666666666666,0.2556666666666667,-0.0396666666666666,-1.2715956166666669,0.8891362666666667,7.69822025,-30666.666666666668,-128000.0,-525333.3333333334,97228.32845333334,37.36,0.0,-0.024571072,6.852727413,-91.74066925,-2.0,-416.7510986,-43.55374527,25.0
2018-10-05 19:58:53.760,-1.299,0.28,-0.069,-1.28467115,0.784532,7.0804013,-39000.0,-106000.0,-535000.0,97226.62354,37.36,0.0,-0.024571072,6.852727413,-91.74066925,-2.059999943,-402.75993345,-43.91799164,26.0
2018-10-05 19:58:53.800,-1.2075,0.2815,-0.075,-1.36312435,0.7207887749999999,6.732265225,-36500.0,-72000.0,-544000.0,97225.81482,37.36,0.0,-0.024571072,6.852727413,-91.74066925,-2.119999886,-388.7687683,-44.28223801,27.0
2018-10-05 19:58:53.840,-1.116,0.283,-0.081,-1.44157755,0.65704555,6.38412915,-34000.0,-38000.0,-553000.0,97225.0061,37.36,0.0,-0.024571072,6.852727413,-91.74066925,-2.159999967,-388.7687683,-44.62295914,28.0
2018-10-05 19:58:53.880,-0.9745,0.2624999999999999,-0.0745,-1.4906108,0.4118793,5.8447634,-25500.0,-11500.0,-553000.0,97221.472165,37.36,0.0,-0.024571072,6.852727413,-91.74066925,-2.200000048,-388.7687683,-44.96368027,29.0
2018-10-05 19:58:53.920,-0.833,0.242,-0.068,-1.53964405,0.16671305,5.30539765,-17000.0,15000.0,-553000.0,97217.93823,37.36,0.0,-0.024571072,6.852727413,-91.74066925,-2.200000048,-388.7687683,-44.96368027,29.0
2018-10-05 19:58:53.960,-0.7546666666666666,0.2256666666666666,-0.0383333333333333,-1.5527195833333334,0.1307553333333333,5.1975245,-15666.666666666666,28666.666666666664,-553666.6666666666,97219.00227666668,37.36,0.0,-0.024571072,6.852727413,-91.74066925,-2.200000048,-388.7687683,-44.96368027,29.0
2018-10-05 19:58:54.000,-0.6763333333333333,0.2093333333333333,-0.0086666666666666,-1.5657951166666666,0.0947976166666666,5.08965135,-14333.333333333334,42333.33333333333,-554333.3333333334,97220.06632333332,37.36,0.0,-5.644022942,-21.93713379,-89.45404816,-2.24000001,-363.7147827,-45.61985397,31.0
2018-10-05 19:58:54.040,-0.598,0.193,0.021,-1.57887065,0.0588399,4.9817782,-13000.0,56000.0,-555000.0,97221.13037,37.36,0.0,-5.644022942,-21.93713379,-89.45404816,-2.225000024,-363.7147827,-45.92527771,32.0
