time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.airspeed,field.measured.pitch,field.measured.roll,field.measured.yaw,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist
2018-10-05 19:31:57.480,0.204,-0.169,0.142,0.5099458,-0.4314926,11.26784085,538000.0,-27000.0,-91000.0,97216.63818,43.48,0.0,7.046188831,-38.02124023,-80.78569794,-64.70999908,-2307.731201,0.0,278.0
2018-10-05 19:31:57.520,0.204,-0.169,0.142,0.5099458,-0.4314926,11.26784085,538000.0,-27000.0,-91000.0,97216.63818,43.48,0.0,7.046188831,-38.02124023,-80.78569794,-64.70999908,-2307.731201,0.0,278.0
2018-10-05 19:31:57.560,0.2345,-0.1635,0.174,0.593302325,-0.32361945,12.95458465,542000.0,-34500.0,-95000.0,97213.62915,43.48,0.0,7.046188831,-38.02124023,-80.78569794,-64.70999908,-2307.731201,0.0,278.0
2018-10-05 19:31:57.600,0.265,-0.158,0.206,0.67665885,-0.2157463,14.64132845,546000.0,-42000.0,-99000.0,97210.62012,43.48,0.0,7.046188831,-38.02124023,-80.78569794,-65.05999756,-2307.731201,0.0,276.0
2018-10-05 19:31:57.640,0.3,-0.139,0.1903333333333333,0.5949367666666667,-0.38245935,12.735569466666666,540333.3333333334,-44333.333333333336,-98666.66666666669,97209.81445666667,43.47666666666667,0.0,7.046188831,-38.02124023,-80.78569794,-65.05999756,-2307.731201,0.0,276.0
2018-10-05 19:31:57.680,0.335,-0.12,0.1746666666666666,0.5132146833333333,-0.5491724,10.829810483333333,534666.6666666666,-46666.66666666666,-98333.33333333331,97209.00879333333,43.47333333333333,0.0,7.046188831,-38.02124023,-80.78569794,-65.41999817,-2289.932617,0.0,0.0
2018-10-05 19:31:57.720,0.37,-0.101,0.159,0.4314926,-0.71588545,8.9240515,529000.0,-49000.0,-98000.0,97208.20313,43.47,0.0,7.046188831,-38.02124023,-80.78569794,-32.8499990855,-2289.932617,-21.12421608,0.5
2018-10-05 19:31:57.760,0.4054999999999999,-0.0925,0.1855,0.392266,-0.809048625,8.997601374999999,533000.0,-60500.0,-101000.0,97205.108645,43.465,0.0,7.046188831,-38.02124023,-80.78569794,-0.280000001,-2289.932617,-42.24843216,1.0
2018-10-05 19:31:57.800,0.441,-0.084,0.212,0.3530394,-0.9022118,9.07115125,537000.0,-72000.0,-104000.0,97202.01416,43.46,0.0,6.8293533325,-34.175128935,-83.29047012500001,-0.36250000425,-1912.44772325,-41.7368726725,1.5
2018-10-05 19:31:57.840,0.7934999999999999,-0.057,0.2205,-0.0245166249999999,-0.71588545,9.2378643,447500.0,-51000.0,-165000.0,97197.161865,43.455,0.0,6.612517834,-30.32901764,-85.79524231,-0.4450000075,-1534.9628295,-41.225313185000005,2.0
2018-10-05 19:31:57.880,1.146,-0.03,0.229,-0.40207265,-0.5295591,9.40457735,358000.0,-30000.0,-226000.0,97192.30957,43.45,0.0,6.612517834,-30.32901764,-85.79524231,-0.5275000107500001,-1157.47793575,-40.7137536975,2.5
