time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.airspeed,field.measured.pitch,field.measured.roll,field.measured.yaw,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist
2018-09-11 19:12:57.160,0.518,0.019,-0.143,-1.0591182,0.63743225,8.42391235,-178000.0,-441000.0,-366000.0,97611.33423,41.72,0.0,0.094279341,26.38185501,-81.2312851,-0.669999957,-631.2738647,-28.551651,15.0
2018-09-11 19:12:57.200,0.5126666666666667,-0.0003333333333333,-0.1483333333333333,-1.0329671333333332,0.6635833166666667,8.616776466666666,-176000.0,-450000.0,-359000.0,97610.97819,41.72,0.0,0.094279341,26.38185501,-81.2312851,-0.75,-603.5283813,-26.60277367,17.0
2018-09-11 19:12:57.240,0.5073333333333333,-0.0196666666666666,-0.1536666666666666,-1.0068160666666666,0.6897343833333334,8.809640583333334,-174000.0,-459000.0,-352000.0,97610.62215,41.72,0.0,0.094279341,26.38185501,-81.2312851,-0.75,-603.5283813,-26.60277367,17.0
2018-09-11 19:12:57.280,0.502,-0.039,-0.159,-0.980665,0.71588545,9.0025047,-172000.0,-468000.0,-345000.0,97610.26611,41.72,0.0,0.094279341,26.38185501,-81.2312851,-0.7899999915,-603.5283813,-25.6271143,18.0
2018-09-11 19:12:57.320,0.475,-0.049,-0.1709999999999999,-1.0002783,0.75511205,9.1201845,-170500.0,-482000.0,-336500.0,97608.810425,41.715,0.0,0.094279341,26.38185501,-81.2312851,-0.829999983,-603.5283813,-24.65145493,19.0
2018-09-11 19:12:57.360,0.448,-0.059,-0.183,-1.0198916,0.79433865,9.2378643,-169000.0,-496000.0,-328000.0,97607.35474,41.71,0.0,0.094279341,26.38185501,-81.2312851,-0.854999989,-590.0487670499999,-60.322778705,20.0
2018-09-11 19:12:57.400,0.407,-0.0535,-0.1935,-1.014988275,0.779628675,9.1790244,-170000.0,-504000.0,-316000.0,97605.31311,41.71,0.0,0.094279341,26.38185501,-81.2312851,-0.879999995,-576.5691528,-95.99410248,21.0
2018-09-11 19:12:57.440,0.366,-0.048,-0.204,-1.01008495,0.7649187,9.1201845,-171000.0,-512000.0,-304000.0,97603.27148,41.71,0.0,-0.871723056,34.80453873,-78.5243988,-0.879999995,-576.5691528,-95.99410248,21.0
2018-09-11 19:12:57.480,0.3116666666666666,-0.0633333333333333,-0.209,-0.9610517,0.7878008833333333,9.313048616666666,-173333.33333333334,-517666.6666666667,-299333.3333333333,97604.40063333332,41.71,0.0,-0.871723056,34.80453873,-78.5243988,-0.899999976,-526.5691681,-95.04312134,22.0
2018-09-11 19:12:57.520,0.2573333333333333,-0.0786666666666666,-0.214,-0.91201845,0.8106830666666667,9.505912733333334,-175666.66666666666,-523333.3333333333,-294666.6666666667,97605.52978666668,41.71,0.0,-0.871723056,34.80453873,-78.5243988,-0.919999957,-476.5691834,-94.0921402,23.0
2018-09-11 19:12:57.560,0.203,-0.094,-0.219,-0.8629852,0.83356525,9.69877685,-178000.0,-529000.0,-290000.0,97606.65894,41.71,0.0,-0.871723056,34.80453873,-78.5243988,-0.9349999725,-462.0810547,-93.153842925,24.0
2018-09-11 19:12:57.600,0.168,-0.0915,-0.2279999999999999,-0.838468575,0.8139519500000001,9.3163175,-171500.0,-533000.0,-281500.0,97607.592775,41.705,0.0,-0.871723056,34.80453873,-78.5243988,-0.949999988,-447.592926,-92.21554565,25.0
2018-09-11 19:12:57.640,0.133,-0.089,-0.237,-0.81395195,0.79433865,8.93385815,-165000.0,-537000.0,-273000.0,97608.52661,41.7,0.0,-0.871723056,34.80453873,-78.5243988,-0.949999988,-447.592926,-92.21554565,25.0
2018-09-11 19:12:57.680,0.1135,-0.14,-0.244,-0.740402075,0.8433719,9.40457735,-183500.0,-558500.0,-263000.0,97608.605955,41.7,0.0,-0.871723056,34.80453873,-78.5243988,-0.9549999835,-447.592926,-91.285697935,26.0
2018-09-11 19:12:57.720,0.094,-0.191,-0.251,-0.6668522,0.89240515,9.87529655,-202000.0,-580000.0,-253000.0,97608.6853,41.7,0.0,-0.871723056,34.80453873,-78.5243988,-0.959999979,-447.592926,-90.35585022,27.0
