time,field.airspeed,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,fault_state
2018-07-30 21:23:58.040,15.6279697418,0.379,0.05,0.0143333333333333,0.5916678833333333,0.1144109166666666,9.244402066666666,18666.666666666668,-192333.3333333333,-432333.3333333333,96895.02563666666,58.18666666666667,0.439999998,-72.98994446,-39.16038132,5.0,-3.098537445,2.120057106,-88.13195038,0.0
2018-07-30 21:23:58.080,15.6279697418,0.379,0.05,0.0143333333333333,0.5916678833333333,0.1144109166666666,9.244402066666666,18666.666666666668,-192333.3333333333,-432333.3333333333,96895.02563666666,58.18666666666667,0.439999998,-72.98994446,-39.16038132,5.0,-3.098537445,2.120057106,-88.13195038,0.0
2018-07-30 21:23:58.120,15.6279697418,0.382,0.05,0.0046666666666666,0.7420365166666667,0.0719154333333333,9.084226783333332,18333.33333333333,-198666.66666666663,-426666.6666666667,96895.92285333334,58.18333333333333,0.439999998,-72.98994446,-39.16038132,5.0,-3.098537445,2.120057106,-88.13195038,0.0
2018-07-30 21:23:58.160,15.6279697418,0.385,0.05,-0.005,0.89240515,0.02941995,8.9240515,18000.0,-205000.0,-421000.0,96896.82007,58.18,0.439999998,-72.98994446,-39.16038132,5.0,-3.098537445,2.120057106,-88.13195038,0.0
2018-07-30 21:23:58.200,15.6279697418,0.4505,0.0175,-0.0355,0.8433719,0.063743225,8.860308275,18500.0,-214000.0,-417000.0,96901.620485,58.18,0.439999998,-72.98994446,-39.16038132,5.0,-3.098537445,2.120057106,-88.13195038,0.0
2018-07-30 21:23:58.240,15.6279697418,0.516,-0.015,-0.066,0.79433865,0.0980665,8.79656505,19000.0,-223000.0,-413000.0,96906.4209,58.18,0.579999983,-62.79697418,-37.37921143,7.0,-3.098537445,2.120057106,-88.13195038,0.0
2018-07-30 21:23:58.280,15.6279697418,0.55,-0.0475,-0.08075,0.7085304625000001,0.10787315,9.20844435,22500.0,-227000.0,-411500.0,96906.707765,58.18,0.6599999965000001,-62.039613725,-180.550598165,8.0,-3.6670417785,6.916435718,-88.065670015,0.0
2018-07-30 21:23:58.320,15.667876985322222,0.5840000000000001,-0.08,-0.0955,0.622722275,0.1176798,9.62032365,26000.0,-231000.0,-410000.0,96906.99463,58.18,0.74000001,-61.28225327,-323.7219849,9.0,-4.235546112,11.71281433,-87.99938965,0.0
2018-07-30 21:23:58.360,15.707784228844444,0.618,-0.1125,-0.11025,0.5369140875,0.12748645,10.03220295,29500.0,-235000.0,-408500.0,96907.281495,58.18,0.74000001,-61.28225327,-323.7219849,9.0,-4.235546112,11.71281433,-87.99938965,0.0
2018-07-30 21:23:58.400,15.747691472366666,0.652,-0.145,-0.125,0.4511059,0.1372931,10.44408225,33000.0,-239000.0,-407000.0,96907.56836,58.18,0.74000001,-61.28225327,-323.7219849,9.0,-4.235546112,11.71281433,-87.99938965,0.0
2018-07-30 21:23:58.440,15.787598715888889,0.669,-0.129,-0.1355,0.2745862,0.3726526999999999,10.243045925,35500.0,-247000.0,-401000.0,96907.56836,58.18,0.919999957,32.34643936,-321.9637146,10.0,-4.235546112,11.71281433,-87.99938965,0.0
2018-07-30 21:23:58.480,15.827505959411113,0.686,-0.113,-0.146,0.0980665,0.6080123,10.0420096,38000.0,-255000.0,-395000.0,96907.56836,58.18,0.919999957,32.34643936,-321.9637146,10.0,-4.235546112,11.71281433,-87.99938965,0.0
2018-07-30 21:23:58.520,15.867413202933331,0.6645000000000001,-0.0965,-0.1505,0.4511059,0.544269075,9.9635564,38000.0,-268500.0,-384500.0,96906.8573,58.175,1.100000024,12.13521957,-320.2139282,12.0,-4.235546112,11.71281433,-87.99938965,0.0
2018-07-30 21:23:58.560,15.907320446455556,0.643,-0.08,-0.155,0.8041453,0.48052585,9.8851032,38000.0,-282000.0,-374000.0,96906.14624,58.17,1.100000024,12.13521957,-320.2139282,12.0,-4.235546112,11.71281433,-87.99938965,0.0
2018-07-30 21:23:58.600,15.947227689977778,0.61,-0.0685,-0.16,0.818855275,0.465815875,10.037106275,36500.0,-296000.0,-361500.0,96910.845945,58.17,1.289999962,1.286506653,-318.4218445,14.0,-4.235546112,11.71281433,-87.99938965,0.0
2018-07-30 21:23:58.640,15.9871349335,0.577,-0.057,-0.165,0.83356525,0.4511059,10.18910935,35000.0,-310000.0,-349000.0,96915.54565,58.17,1.289999962,1.286506653,-318.4218445,14.0,-3.483376741,23.55781174,-84.80445099,0.0
2018-07-30 21:23:58.680,16.03673172,0.538,-0.0526666666666666,-0.168,0.8956740333333334,0.3693838166666666,9.9635564,38666.66666666666,-315000.0,-343666.6666666667,96915.99324333332,58.17,1.3849999905,-6.8563461285,-317.529953,15.0,-3.483376741,23.55781174,-84.80445099,0.0
2018-07-30 21:23:58.720,16.0863285065,0.499,-0.0483333333333333,-0.1709999999999999,0.9577828166666666,0.2876617333333333,9.73800345,42333.333333333336,-320000.0,-338333.3333333333,96916.44083666668,58.17,1.480000019,-14.99919891,-316.6380615,16.0,-3.483376741,23.55781174,-84.80445099,0.0
2018-07-30 21:23:58.760,16.135925293,0.46,-0.044,-0.174,1.0198916,0.20593965,9.5124505,46000.0,-325000.0,-333000.0,96916.88843,58.17,1.480000019,-14.99919891,-316.6380615,16.0,-3.483376741,23.55781174,-84.80445099,0.0
2018-07-30 21:23:58.800,16.1855220795,0.44025,-0.05225,-0.17825,0.9414384,0.2181979625,9.478127225,50500.0,-331500.0,-325500.0,96918.441775,58.1675,1.679999948,-28.6699295,-314.862915,18.0,-3.483376741,23.55781174,-84.80445099,0.0
2018-07-30 21:23:58.840,16.235118866,0.4205,-0.0605,-0.1825,0.8629852,0.230456275,9.44380395,55000.0,-338000.0,-318000.0,96919.99512,58.165,1.679999948,-28.6699295,-314.862915,18.0,-3.483376741,23.55781174,-84.80445099,0.0
2018-07-30 21:23:58.880,16.284715652499997,0.40075,-0.06875,-0.18675,0.784532,0.2427145875,9.409480675,59500.0,-344500.0,-310500.0,96921.548465,58.1625,1.679999948,-28.6699295,-314.862915,18.0,-3.483376741,23.55781174,-84.80445099,0.0
2018-07-30 21:23:58.920,16.334312438999998,0.381,-0.077,-0.191,0.7060788,0.2549729,9.3751574,64000.0,-351000.0,-303000.0,96923.10181,58.16,1.899999976,-38.39092255,-313.0455017,20.0,-3.483376741,23.55781174,-84.80445099,0.0
2018-07-30 21:23:58.960,16.3839092255,0.327,-0.043,-0.198,0.42168595,0.75511205,8.825985,64000.0,-351000.0,-303000.0,96923.10181,58.16,1.899999976,-38.39092255,-313.0455017,20.0,-4.403023243,31.27048111,-81.71666718,0.0
2018-07-30 21:23:59.000,16.447173860366664,0.2723333333333333,-0.051,-0.2046666666666666,0.5034080333333333,0.6145500666666667,9.094033433333331,67000.0,-354000.0,-298000.0,96923.64298666666,58.16,2.014999926,-44.39020157,-312.17059325,21.0,-4.403023243,31.27048111,-81.71666718,0.0
