time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,fault_state,field.airspeed
2018-07-21 01:02:28.960,0.818,-0.599,0.037,0.3530394,0.48052585,18.17172245,-88000.0,-267000.0,-408000.0,97078.94287,54.6,-1.939999938,-719.1743774,-33.39599228,11.0,13.72381783,15.65132713,-69.91964722,0.0,22.1822185516
2018-07-21 01:02:29.000,0.818,-0.599,0.037,0.3530394,0.48052585,18.17172245,-88000.0,-267000.0,-408000.0,97078.94287,54.6,-1.939999938,-719.1743774,-33.39599228,11.0,13.72381783,15.65132713,-69.91964722,0.0,22.1822185516
2018-07-21 01:02:29.040,0.7306666666666667,-0.5876666666666667,0.0376666666666666,0.26477955,0.6276256,18.10634478333333,-90666.66666666669,-279333.3333333333,-396666.6666666667,97078.94287,54.6,-2.470000029,-733.9360962,-31.34357643,13.0,13.72381783,15.65132713,-69.91964722,0.0,22.1822185516
2018-07-21 01:02:29.080,0.6433333333333333,-0.5763333333333333,0.0383333333333333,0.1765197,0.77472535,18.040967116666668,-93333.33333333331,-291666.6666666667,-385333.3333333333,97078.94287,54.6,-2.470000029,-733.9360962,-31.34357643,13.0,13.72381783,15.65132713,-69.91964722,0.0,22.1822185516
2018-07-21 01:02:29.120,0.556,-0.565,0.039,0.08825985,0.9218251,17.97558945,-96000.0,-304000.0,-374000.0,97078.94287,54.6,-3.069999933,-734.0164185,-29.34503174,15.0,13.72381783,15.65132713,-69.91964722,0.0,22.1822185516
2018-07-21 01:02:29.160,0.4435,-0.5309999999999999,-0.0064999999999999,-0.00980665,1.014988275,17.1616375,-103500.0,-315500.0,-358000.0,97076.342775,54.595,-3.069999933,-734.0164185,-29.34503174,15.0,13.72381783,15.65132713,-69.91964722,0.0,22.1822185516
2018-07-21 01:02:29.200,0.331,-0.497,-0.052,-0.10787315,1.10815145,16.34768555,-111000.0,-327000.0,-342000.0,97073.74268,54.59,-3.069999933,-734.0164185,-29.34503174,15.0,13.72381783,15.65132713,-69.91964722,0.0,22.1822185516
2018-07-21 01:02:29.240,0.2615,-0.483,-0.108,-0.181423025,1.08853815,16.450655375,-116500.0,-336000.0,-330500.0,97068.67371,54.59,-3.730000019,-718.2218628,-155.6579132,17.0,13.72381783,15.65132713,-69.91964722,0.0,22.1822185516
2018-07-21 01:02:29.280,0.192,-0.469,-0.164,-0.2549729,1.06892485,16.5536252,-122000.0,-345000.0,-319000.0,97063.60474,54.59,-3.730000019,-718.2218628,-155.6579132,17.0,26.28485107,33.81255341,-63.37914276,0.0,22.1822185516
2018-07-21 01:02:29.320,0.1896666666666666,-0.4453333333333333,-0.1883333333333333,-0.2974683833333333,1.2160246,15.801782033333332,-125333.33333333331,-347666.6666666667,-314000.0,97061.28337,54.59,-4.0750000475,-660.78286745,-156.40881345,18.0,26.28485107,33.81255341,-63.37914276,0.0,22.077234745
2018-07-21 01:02:29.360,0.1873333333333333,-0.4216666666666667,-0.2126666666666666,-0.3399638666666666,1.36312435,15.049938866666666,-128666.66666666669,-350333.3333333333,-309000.0,97058.962,54.59,-4.420000076,-603.3438721,-157.1597137,19.0,26.28485107,33.81255341,-63.37914276,0.0,21.9722509384
2018-07-21 01:02:29.400,0.185,-0.398,-0.237,-0.38245935,1.5102241,14.2980957,-132000.0,-353000.0,-304000.0,97056.64063,54.59,-4.420000076,-603.3438721,-157.1597137,19.0,26.28485107,33.81255341,-63.37914276,0.0,21.8672671318
2018-07-21 01:02:29.440,0.133,-0.362,-0.2815,-0.42168595,1.524934075,13.567500275,-133500.0,-356000.0,-297500.0,97050.314335,54.585,-5.150000095,-574.3984985,-158.5785065,20.0,26.28485107,33.81255341,-63.37914276,0.0,21.7622833252
2018-07-21 01:02:29.480,0.081,-0.326,-0.326,-0.46091255,1.53964405,12.83690485,-135000.0,-359000.0,-291000.0,97043.98804,54.58,-5.150000095,-574.3984985,-158.5785065,20.0,26.28485107,33.81255341,-63.37914276,0.0,21.6572995186
2018-07-21 01:02:29.520,0.0226666666666666,-0.3186666666666666,-0.335,-0.42168595,1.3663932333333333,13.016693433333334,-134333.33333333334,-362000.0,-288000.0,97041.23332,54.58,-5.150000095,-574.3984985,-158.5785065,20.0,26.28485107,33.81255341,-63.37914276,0.0,21.552315712
2018-07-21 01:02:29.560,-0.0356666666666666,-0.3113333333333333,-0.344,-0.38245935,1.1931424166666666,13.196482016666666,-133666.66666666666,-365000.0,-285000.0,97038.4786,54.58,-5.869999886,-535.2349243,-159.8796082,22.0,26.28485107,33.81255341,-63.37914276,0.0,21.4473319054
2018-07-21 01:02:29.600,-0.094,-0.304,-0.353,-0.34323275,1.0198916,13.3762706,-133000.0,-368000.0,-282000.0,97035.72388,54.58,-5.869999886,-535.2349243,-159.8796082,22.0,28.6066227,40.09898376,-54.06396103,0.0,21.3423480988
2018-07-21 01:02:29.640,-0.004,-0.2665,-0.387,-0.318716125,0.710982125,12.841808175,-130000.0,-369000.0,-280000.0,97032.699585,54.58,-6.599999905,-495.8063965,-161.0801849,24.0,28.6066227,40.09898376,-54.06396103,0.0,21.16690687703636
2018-07-21 01:02:29.680,0.086,-0.229,-0.421,-0.2941995,0.40207265,12.30734575,-127000.0,-370000.0,-278000.0,97029.67529,54.58,-6.9599998,-477.1508179,-161.63882445000002,24.5,28.6066227,40.09898376,-54.06396103,0.0,20.991465655272727
2018-07-21 01:02:29.720,0.074,-0.2253333333333333,-0.4216666666666666,-0.3170816833333333,0.4576436666666666,12.029490666666666,-124333.33333333331,-371000.0,-278333.3333333333,97025.99080333332,54.58,-7.319999695,-458.4952393,-162.197464,25.0,28.6066227,40.09898376,-54.06396103,0.0,20.81602443350909
2018-07-21 01:02:29.760,0.062,-0.2216666666666666,-0.4223333333333333,-0.3399638666666666,0.5132146833333333,11.751635583333334,-121666.66666666669,-372000.0,-278666.6666666667,97022.30631666668,54.58,-7.319999695,-458.4952393,-162.197464,25.0,28.6066227,40.09898376,-54.06396103,0.0,20.64058321174545
2018-07-21 01:02:29.800,0.05,-0.218,-0.423,-0.36284605,0.5687857,11.4737805,-119000.0,-373000.0,-279000.0,97018.62183,54.58,-7.674999714,-433.0491028,-162.70133975,26.0,28.6066227,40.09898376,-54.06396103,0.0,20.465141989981817
2018-07-21 01:02:29.840,0.0455,-0.192,-0.4265,-0.40207265,0.5638823749999999,10.4342756,-113000.0,-376000.0,-276500.0,97013.55896,54.58,-8.029999733,-407.6029663,-163.2052155,27.0,28.6066227,40.09898376,-54.06396103,0.0,20.289700768218182
2018-07-21 01:02:29.880,0.041,-0.166,-0.43,-0.44129925,0.55897905,9.3947707,-107000.0,-379000.0,-274000.0,97008.49609,54.58,-8.029999733,-407.6029663,-163.2052155,27.0,28.6066227,40.09898376,-54.06396103,0.0,20.114259546454544
2018-07-21 01:02:29.920,0.0623333333333333,-0.162,-0.4326666666666666,-0.4184170666666666,0.6210878333333334,8.97308475,-102666.66666666669,-380666.6666666667,-273666.6666666667,97007.36083666667,54.58,-8.029999733,-407.6029663,-163.2052155,27.0,28.6066227,40.09898376,-54.06396103,0.0,19.93881832469091
2018-07-21 01:02:29.960,0.0836666666666666,-0.158,-0.4353333333333333,-0.3955348833333333,0.6831966166666666,8.551398800000001,-98333.33333333331,-382333.3333333333,-273333.3333333333,97006.22558333332,54.58,-8.710000038,-342.2495728,-164.1462555,28.0,28.6066227,40.09898376,-54.06396103,0.0,19.763377102927272
2018-07-21 01:02:30.000,0.105,-0.154,-0.438,-0.3726527,0.7453054,8.12971285,-94000.0,-384000.0,-273000.0,97005.09033,54.58,-8.710000038,-342.2495728,-164.1462555,28.0,28.6066227,40.09898376,-54.06396103,0.0,19.58793588116364
2018-07-21 01:02:30.040,0.1345,-0.143,-0.448,-0.44129925,0.4903325,7.69822025,-86000.0,-386500.0,-271500.0,96999.84741,54.575,-9.349999428,-274.3311768,-165.0027771,30.0,25.22352219,47.33678818,-41.6799469,0.0,19.4124946594
2018-07-21 01:02:30.080,0.164,-0.132,-0.458,-0.5099458,0.2353596,7.26672765,-78000.0,-389000.0,-270000.0,96994.60449,54.57,-9.349999428,-274.3311768,-165.0027771,30.0,25.22352219,47.33678818,-41.6799469,0.0,19.08063930933333
2018-07-21 01:02:30.120,0.1149999999999999,-0.1243333333333333,-0.457,-0.5034080333333333,0.2517040166666666,6.995410333333333,-72666.66666666667,-391000.0,-268000.0,96991.74397666666,54.57,-9.63999939,-228.7783585,-165.401474,30.5,25.22352219,47.33678818,-41.6799469,0.0,18.748783959266667
2018-07-21 01:02:30.160,0.0659999999999999,-0.1166666666666666,-0.456,-0.4968702666666666,0.2680484333333333,6.724093016666667,-67333.33333333333,-393000.0,-266000.0,96988.88346333332,54.57,-9.929999352,-183.2255402,-165.8001709,31.0,25.22352219,47.33678818,-41.6799469,0.0,18.4169286092
2018-07-21 01:02:30.200,0.017,-0.109,-0.455,-0.4903325,0.28439285,6.4527757,-62000.0,-395000.0,-264000.0,96986.02295,54.57,-9.929999352,-183.2255402,-165.8001709,31.0,25.22352219,47.33678818,-41.6799469,0.0,18.08507325913333
2018-07-21 01:02:30.240,0.0135,-0.1,-0.4565,-0.4511059,0.367749375,6.4135491,-52500.0,-397500.0,-261000.0,96983.096315,54.57,-10.44999981,-102.1575012,-166.5474396,33.0,25.22352219,47.33678818,-41.6799469,0.0,17.753217909066667
2018-07-21 01:02:30.280,0.01,-0.091,-0.458,-0.4118793,0.4511059,6.3743225,-43000.0,-400000.0,-258000.0,96980.16968,54.57,-10.44999981,-102.1575012,-166.5474396,33.0,25.22352219,47.33678818,-41.6799469,0.0,17.421362559000002
2018-07-21 01:02:30.320,-0.0093333333333333,-0.0946666666666666,-0.4603333333333333,-0.3693838166666666,0.4445681333333333,6.6129509833333335,-37666.66666666666,-400666.6666666667,-259000.0,96977.66520333334,54.57,-10.90999985,-43.57976913,-167.2440186,34.0,25.22352219,47.33678818,-41.6799469,0.0,17.089507208933334
2018-07-21 01:02:30.360,-0.0286666666666666,-0.0983333333333333,-0.4626666666666666,-0.3268883333333333,0.4380303666666666,6.851579466666666,-32333.333333333336,-401333.3333333333,-260000.0,96975.16072666668,54.57,-10.90999985,-43.57976913,-167.2440186,34.0,25.22352219,47.33678818,-41.6799469,0.0,16.757651858866666
2018-07-21 01:02:30.400,-0.048,-0.102,-0.465,-0.28439285,0.4314926,7.09020795,-27000.0,-402000.0,-261000.0,96972.65625,54.57,-10.90999985,-43.57976913,-167.2440186,34.0,25.22352219,47.33678818,-41.6799469,0.0,16.4257965088
2018-07-21 01:02:30.440,-0.079,-0.0715,-0.472,-0.30400615,0.4511059,6.506712275,-18500.0,-402000.0,-262000.0,96971.32263,54.57,-11.31999969,14.61296082,-167.8901978,36.0,18.79244423,52.33629227,-32.10816193,0.0,16.223238263814288
2018-07-21 01:02:30.480,-0.11,-0.041,-0.479,-0.32361945,0.4707192,5.9232166,-10000.0,-402000.0,-263000.0,96969.98901,54.57,-11.31999969,14.61296082,-167.8901978,36.0,18.79244423,52.33629227,-32.10816193,0.0,16.02068001882857
2018-07-21 01:02:30.520,-0.1063333333333333,-0.0256666666666666,-0.485,-0.3399638666666666,0.5099458,5.65843705,-4666.666666666667,-401666.6666666667,-264666.6666666667,96967.40315666668,54.56666666666667,-11.65999985,59.18312073,-168.4850769,37.0,18.79244423,52.33629227,-32.10816193,0.0,15.818121773842858
2018-07-21 01:02:30.560,-0.1026666666666666,-0.0103333333333333,-0.491,-0.3563082833333333,0.5491724,5.3936575,666.6666666666661,-401333.3333333333,-266333.3333333333,96964.81730333334,54.56333333333333,-11.65999985,59.18312073,-168.4850769,37.0,18.79244423,52.33629227,-32.10816193,0.0,15.615563528857145
2018-07-21 01:02:30.600,-0.099,0.005,-0.497,-0.3726527,0.588399,5.12887795,6000.0,-401000.0,-268000.0,96962.23145,54.56,-11.65999985,59.18312073,-168.4850769,37.0,18.79244423,52.33629227,-32.10816193,0.0,15.413005283871428
2018-07-21 01:02:30.640,-0.1176666666666666,0.0023333333333333,-0.505,-0.3301572166666666,0.5949367666666666,5.4459596333333335,12666.666666666668,-399333.3333333333,-270000.0,96960.91309,54.56,-11.92999935,98.21099854,-169.0211029,38.0,18.79244423,52.33629227,-32.10816193,0.0,15.210447038885714
2018-07-21 01:02:30.680,-0.1363333333333333,-0.0003333333333333,-0.513,-0.2876617333333333,0.6014745333333333,5.7630413166666665,19333.333333333336,-397666.6666666667,-272000.0,96959.59473,54.56,-11.92999935,98.21099854,-169.0211029,38.0,12.89599514,52.23802185,-26.5185585,0.0,15.0078887939
2018-07-21 01:02:30.720,-0.155,-0.003,-0.521,-0.24516625,0.6080123,6.080123,26000.0,-396000.0,-274000.0,96958.27637,54.56,-12.003332773333332,110.33804829333332,-169.19132996666667,38.66666666666666,12.89599514,52.23802185,-26.5185585,0.0,14.893258452375
2018-07-21 01:02:30.760,-0.1226666666666666,-0.0016666666666666,-0.5296666666666667,-0.2582417833333333,0.5916678833333333,5.998400916666667,39666.66666666666,-392000.0,-279000.0,96957.29777333334,54.56,-12.076666196666666,122.46509804666668,-169.36155703333333,39.333333333333336,12.89599514,52.23802185,-26.5185585,0.0,14.77862811085
2018-07-21 01:02:30.800,-0.0903333333333333,-0.0003333333333333,-0.5383333333333333,-0.2713173166666666,0.5753234666666667,5.916678833333333,53333.33333333333,-388000.0,-284000.0,96956.31917666669,54.56,-12.14999962,134.5921478,-169.5317841,40.0,12.89599514,52.23802185,-26.5185585,0.0,14.663997769325
2018-07-21 01:02:30.840,-0.058,0.001,-0.547,-0.28439285,0.55897905,5.83495675,67000.0,-384000.0,-289000.0,96955.34058,54.56,-12.30000019,167.7885132,-169.9835968,41.0,12.89599514,52.23802185,-26.5185585,0.0,14.5493674278
2018-07-21 01:02:30.880,-0.013,-0.025,-0.569,-0.2353596,0.4903325,5.97224985,67000.0,-384000.0,-289000.0,96951.18408,54.56,-12.30000019,167.7885132,-169.9835968,41.0,12.89599514,52.23802185,-26.5185585,0.0,14.434737086275
2018-07-21 01:02:30.920,-0.025,-0.0325,-0.575,-0.230456275,0.5025908125,6.07031635,72000.0,-382250.0,-290500.0,96951.18408,54.56,-12.329999923333334,175.1641032,-170.12002053333333,41.333333333333336,12.89599514,52.23802185,-26.5185585,0.0,14.32010674475
2018-07-21 01:02:30.960,-0.037,-0.04,-0.581,-0.22555295,0.514849125,6.16838285,77000.0,-380500.0,-292000.0,96951.18408,54.56,-12.359999656666666,182.5396932,-170.25644426666665,41.66666666666666,12.89599514,52.23802185,-26.5185585,0.0,14.205476403225
2018-07-21 01:02:31.000,-0.049,-0.0475,-0.587,-0.220649625,0.5271074375,6.26644935,82000.0,-378750.0,-293500.0,96951.18408,54.56,-12.38999939,189.9152832,-170.392868,42.0,12.89599514,52.23802185,-26.5185585,0.0,14.0908460617
2018-07-21 01:02:31.040,-0.061,-0.055,-0.593,-0.2157463,0.53936575,6.36451585,87000.0,-377000.0,-295000.0,96951.18408,54.56,-12.42000008,207.3786774,-170.7517548,43.0,5.220868587,52.0970993,-19.55874443,0.0,14.019368913433334
2018-07-21 01:02:31.080,-0.058,-0.055,-0.601,-0.196133,0.5491724,6.24683605,106000.0,-370000.0,-298000.0,96953.94287,54.56,-12.42000008,207.3786774,-170.7517548,43.0,5.220868587,52.0970993,-19.55874443,0.0,13.947891765166668
2018-07-21 01:02:31.120,-0.0516666666666666,-0.074,-0.6033333333333333,-0.1601752833333333,0.4576436666666666,6.420086866666667,112000.0,-366000.0,-300000.0,96953.94287,54.56,-12.409999849999998,212.94913485,-170.91443635,44.0,5.220868587,52.0970993,-19.55874443,0.0,13.8764146169
2018-07-21 01:02:31.160,-0.0453333333333333,-0.093,-0.6056666666666667,-0.1242175666666666,0.3661149333333333,6.593337683333333,118000.0,-362000.0,-302000.0,96953.94287,54.56,-12.39999962,218.5195923,-171.0771179,45.0,5.220868587,52.0970993,-19.55874443,0.0,13.804937468633334
2018-07-21 01:02:31.200,-0.039,-0.112,-0.608,-0.08825985,0.2745862,6.7665885,124000.0,-358000.0,-304000.0,96953.94287,54.56,-12.359999655,230.8766327,-171.2145996,45.5,5.220868587,52.0970993,-19.55874443,0.0,13.733460320366667
2018-07-21 01:02:31.240,-0.0289999999999999,-0.1225,-0.6074999999999999,-0.044129925,0.3138128,6.6489087,133000.0,-353000.0,-307000.0,96952.801515,54.555,-12.31999969,243.2336731,-171.3520813,46.0,5.220868587,52.0970993,-19.55874443,0.0,13.6619831721
2018-07-21 01:02:31.280,-0.019,-0.133,-0.607,0.0,0.3530394,6.5312289,142000.0,-348000.0,-310000.0,96951.66016,54.55,-12.31999969,243.2336731,-171.3520813,46.0,5.220868587,52.0970993,-19.55874443,0.0,13.590506023833337
2018-07-21 01:02:31.320,-0.0266666666666666,-0.139,-0.6046666666666667,0.0,0.4380303666666666,6.410280216666667,149333.33333333334,-344333.3333333333,-312000.0,96953.17993333332,54.55,-12.24999952,248.73918915,-171.46842955,46.5,5.220868587,52.0970993,-19.55874443,0.0,13.519028875566669
2018-07-21 01:02:31.360,-0.0343333333333333,-0.145,-0.6023333333333333,0.0,0.5230213333333333,6.289331533333334,156666.66666666666,-340666.6666666667,-314000.0,96954.69970666668,54.55,-12.17999935,254.2447052,-171.5847778,47.0,5.220868587,52.0970993,-19.55874443,0.0,13.4475517273
2018-07-21 01:02:31.400,-0.042,-0.151,-0.6,0.0,0.6080123,6.16838285,164000.0,-337000.0,-316000.0,96956.21948,54.55,-12.17999935,254.2447052,-171.5847778,47.0,-3.760014534,51.45409012,-9.566782951,0.0,13.462240219118184
2018-07-21 01:02:31.440,-0.056,-0.1573333333333333,-0.6036666666666667,0.0719154333333333,0.6668522,6.246836050000001,168333.33333333334,-332666.6666666667,-317333.3333333333,96956.07299666668,54.55,-11.97999954,268.9188843,-171.7755585,48.0,-3.760014534,51.45409012,-9.566782951,0.0,13.476928710936363
2018-07-21 01:02:31.480,-0.07,-0.1636666666666666,-0.6073333333333333,0.1438308666666666,0.7256921,6.32528925,172666.66666666666,-328333.3333333333,-318666.6666666667,96955.92651333332,54.55,-11.97999954,268.9188843,-171.7755585,48.0,-3.760014534,51.45409012,-9.566782951,0.0,13.491617202754544
2018-07-21 01:02:31.520,-0.084,-0.17,-0.611,0.2157463,0.784532,6.40374245,177000.0,-324000.0,-320000.0,96955.78003,54.55,-11.97999954,268.9188843,-171.7755585,48.0,-3.760014534,51.45409012,-9.566782951,0.0,13.506305694572728
2018-07-21 01:02:31.560,-0.0915,-0.204,-0.603,0.250069575,0.91201845,7.0215614,185500.0,-316500.0,-324000.0,96957.107545,54.55,-11.72999954,269.3424072,-171.9159088,49.0,-3.760014534,51.45409012,-9.566782951,0.0,13.52099418639091
2018-07-21 01:02:31.600,-0.099,-0.238,-0.595,0.28439285,1.0395049,7.63938035,194000.0,-309000.0,-328000.0,96958.43506,54.55,-11.72999954,269.3424072,-171.9159088,49.0,-3.760014534,51.45409012,-9.566782951,0.0,13.53568267820909
2018-07-21 01:02:31.640,-0.1115,-0.2405,-0.601,0.240262925,0.6276256,7.889449925,198000.0,-300500.0,-331500.0,96959.884645,54.55,-11.40999985,272.7984314,-172.0137329,51.0,-3.760014534,51.45409012,-9.566782951,0.0,13.550371170027272
2018-07-21 01:02:31.680,-0.124,-0.243,-0.607,0.196133,0.2157463,8.1395195,202000.0,-292000.0,-335000.0,96961.33423,54.55,-11.40999985,272.7984314,-172.0137329,51.0,-3.760014534,51.45409012,-9.566782951,0.0,13.565059661845456
2018-07-21 01:02:31.720,-0.133,-0.2413333333333333,-0.6143333333333333,0.2026707666666666,0.1634441666666666,8.309501433333333,206000.0,-286666.6666666667,-339000.0,96963.91398333332,54.55,-11.05999947,238.0873718,-172.0529938,52.0,-3.760014534,51.45409012,-9.566782951,0.0,13.579748153663637
2018-07-21 01:02:31.760,-0.142,-0.2396666666666666,-0.6216666666666667,0.2092085333333333,0.1111420333333333,8.479483366666667,210000.0,-281333.3333333333,-343000.0,96966.49373666666,54.55,-11.05999947,238.0873718,-172.0529938,52.0,-3.760014534,51.45409012,-9.566782951,0.0,13.594436645481816
2018-07-21 01:02:31.800,-0.151,-0.238,-0.629,0.2157463,0.0588399,8.6494653,214000.0,-276000.0,-347000.0,96969.07349,54.55,-11.05999947,238.0873718,-172.0529938,52.0,-3.760014534,51.45409012,-9.566782951,0.0,13.6091251373
2018-07-21 01:02:31.840,-0.1425,-0.258,-0.6265000000000001,0.308909475,0.4756225249999999,8.821081674999999,220500.0,-266000.0,-352500.0,96970.46509,54.545,-10.65999985,199.2028198,-172.0334015,53.0,-11.52633286,47.25792694,4.050061703,0.0,13.726140282345456
2018-07-21 01:02:31.880,-0.134,-0.278,-0.624,0.40207265,0.89240515,8.99269805,227000.0,-256000.0,-358000.0,96971.85669,54.54,-10.65999985,199.2028198,-172.0334015,53.0,-11.52633286,47.25792694,4.050061703,0.0,13.843155427390908
2018-07-21 01:02:31.920,-0.129,-0.297,-0.6096666666666667,0.3857282333333333,0.87279185,9.535332683333332,229333.3333333333,-250000.0,-362000.0,96973.86474666667,54.54,-10.65999985,199.2028198,-172.0334015,53.0,-11.52633286,47.25792694,4.050061703,0.0,13.960170572436365
2018-07-21 01:02:31.960,-0.124,-0.316,-0.5953333333333333,0.3693838166666666,0.85317855,10.077967316666664,231666.66666666663,-244000.0,-366000.0,96975.87280333332,54.54,-10.444999695,179.908226,-171.98995209999998,53.5,-11.52633286,47.25792694,4.050061703,0.0,14.077185717481818
2018-07-21 01:02:32.000,-0.119,-0.335,-0.581,0.3530394,0.83356525,10.62060195,234000.0,-238000.0,-370000.0,96977.88086,54.54,-10.22999954,160.6136322,-171.9465027,54.0,-11.52633286,47.25792694,4.050061703,0.0,14.194200862527271
2018-07-21 01:02:32.040,-0.0925,-0.3305,-0.5715,0.269682875,0.338329425,10.65982855,234500.0,-227000.0,-376000.0,96984.387205,54.54,-9.760000229,127.2712708,-171.7923126,55.0,-11.52633286,47.25792694,4.050061703,0.0,14.311216007572726
2018-07-21 01:02:32.080,-0.066,-0.326,-0.562,0.18632635,-0.1569064,10.69905515,235000.0,-216000.0,-382000.0,96990.89355,54.54,-9.760000229,127.2712708,-171.7923126,55.0,-11.52633286,47.25792694,4.050061703,0.0,14.42823115261818
2018-07-21 01:02:32.120,-0.035,-0.337,-0.5406666666666667,0.1569064,-0.0588399,10.882112616666666,235666.66666666663,-210000.0,-385666.6666666667,96990.89355,54.54,-9.760000229,127.2712708,-171.7923126,55.0,-11.52633286,47.25792694,4.050061703,0.0,14.545246297663637
2018-07-21 01:02:32.160,-0.004,-0.348,-0.5193333333333333,0.12748645,0.0392266,11.065170083333332,236333.3333333333,-204000.0,-389333.3333333333,96990.89355,54.54,-9.269999504,112.251091,-171.5623474,56.0,-11.52633286,47.25792694,4.050061703,0.0,14.662261442709092
2018-07-21 01:02:32.200,0.027,-0.359,-0.498,0.0980665,0.1372931,11.24822755,237000.0,-198000.0,-393000.0,96990.89355,54.54,-9.139999627999998,111.530996325,-171.48374174999998,56.25,-12.52393556,45.8773393625,7.996666074749999,0.0,14.779276587754543
2018-07-21 01:02:32.240,0.099,-0.3645,-0.4765,0.16671305,0.289296175,11.007964625,236000.0,-189500.0,-398500.0,96991.610715,54.54,-9.009999752,110.81090165,-171.4051361,56.5,-13.52153826,44.496751785,11.9432704465,0.0,14.8962917328
2018-07-21 01:02:32.280,0.171,-0.37,-0.455,0.2353596,0.44129925,10.7677017,235000.0,-181000.0,-404000.0,96992.32788,54.54,-8.75,109.3707123,-171.2479248,57.0,-15.51674366,41.73557663,19.83647919,0.0,14.91283245088
2018-07-21 01:02:32.320,0.2005,-0.384,-0.43825,0.2280046125,0.3211677874999999,11.292357475,233750.0,-178750.0,-405750.0,96994.584655,54.54,-8.210000038,103.5804749,-170.8571167,59.0,-15.51674366,41.73557663,19.83647919,0.0,14.92937316896
2018-07-21 01:02:32.360,0.2299999999999999,-0.398,-0.4215,0.220649625,0.201036325,11.81701325,232500.0,-176500.0,-407500.0,96996.84143,54.54,-8.210000038,103.5804749,-170.8571167,59.0,-15.51674366,41.73557663,19.83647919,0.0,14.94591388704
2018-07-21 01:02:32.400,0.2594999999999999,-0.412,-0.40475,0.2132946375,0.0809048625,12.341669025,231250.0,-174250.0,-409250.0,96999.098205,54.54,-8.210000038,103.5804749,-170.8571167,59.0,-15.51674366,41.73557663,19.83647919,0.0,14.96245460512
2018-07-21 01:02:32.440,0.289,-0.426,-0.388,0.20593965,-0.0392266,12.8663248,230000.0,-172000.0,-411000.0,97001.35498,54.54,-7.659999847,100.6991425,-170.3727722,60.0,-15.51674366,41.73557663,19.83647919,0.0,14.9789953232
