time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,fault_state,field.airspeed
07:58.9,0.819,0.116,-0.211,-0.83356525,-0.1765197,7.7864801,310000,-378000,-352000,98201.67847,30.28,-1.350000024,-416.5128784,-31.9817543,9,-1.412966132,2.25458169,-77.23874664,0,0
07:58.9,0.819,0.116,-0.211,-0.83356525,-0.1765197,7.7864801,310000,-378000,-352000,98201.67847,30.28,-1.350000024,-416.5128784,-31.9817543,9,-1.412966132,2.25458169,-77.23874664,0,0
07:59.0,0.756666667,0.115666667,-0.174,-0.810683067,-0.035957717,7.07059465,314333.3333,-390000,-340000,98199.64193,30.27666667,-1.350000024,-416.5128784,-31.9817543,9,-1.412966132,2.25458169,-77.23874664,0,0
07:59.0,0.694333333,0.115333333,-0.137,-0.787800883,0.104604267,6.3547092,318666.6667,-402000,-328000,98197.60539,30.27333333,-1.559999943,-412.5482483,-30.30820084,11,-1.412966132,2.25458169,-77.23874664,0,0
07:59.0,0.632,0.115,-0.1,-0.7649187,0.24516625,5.63882375,323000,-414000,-316000,98195.56885,30.27,-1.559999943,-412.5482483,-30.30820084,11,-1.412966132,2.25458169,-77.23874664,0,0
07:59.1,0.5905,0.094,-0.104,-0.83356525,0.28439285,6.08992965,337000,-436500,-299500,98196.04187,30.27,-1.730000019,-412.5482483,-28.64075089,12,-4.020919323,18.40514183,-74.86309814,0,0
07:59.1,0.549,0.073,-0.108,-0.9022118,0.32361945,6.54103555,351000,-459000,-283000,98196.51489,30.27,-1.795000017,-403.6273041,-180.5607166,13,-4.020919323,18.40514183,-74.86309814,0,0
07:59.2,0.6555,0.054,-0.1305,-0.7649187,0.3138128,7.585443775,353000,-473000,-276500,98194.94629,30.265,-1.860000014,-394.7063599,-332.4806824,14,-4.020919323,18.40514183,-74.86309814,0,0
07:59.2,0.762,0.035,-0.153,-0.6276256,0.30400615,8.629852,355000,-487000,-270000,98193.37769,30.26,-1.860000014,-394.7063599,-332.4806824,14,-4.020919323,18.40514183,-74.86309814,0,0
07:59.2,0.6885,0.0175,-0.1465,-0.524655775,0.3726527,9.3947707,358500,-500500,-255500,98193.44483,30.26,-1.914999962,-344.7063599,-331.6776123,15,-4.020919323,18.40514183,-74.86309814,0,0
07:59.3,0.615,-1.71E-17,-0.14,-0.42168595,0.44129925,10.1596894,362000,-514000,-241000,98193.51196,30.26,-1.969999909,-294.7063599,-330.8745422,16,-4.020919323,18.40514183,-74.86309814,0,0
