time,field.airspeed,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,fault_state
2018-07-30 21:14:36.160,15.2962379456,0.398,-0.059,-0.102,0.9218251,0.57859235,9.81645665,16000.0,-269000.0,-380000.0,96834.46655,61.58,0.449999988,-7.335090637,-30.63302612,14.0,-4.062574863,11.30237579,-98.13918304,0.0
2018-07-30 21:14:36.200,15.2962379456,0.532,-0.036,-0.125,0.6668522,0.38245935,8.65927195,22000.0,-283000.0,-368000.0,96836.38916,61.57,0.449999988,-7.335090637,-30.63302612,14.0,-4.062574863,11.30237579,-98.13918304,0.0
2018-07-30 21:14:36.240,15.2962379456,0.512,-0.051,-0.11925,0.7232404375,0.4339442624999999,8.749983462500001,22750.0,-287000.0,-364750.0,96837.498475,61.57,0.4833333293333333,-14.764658611333337,-30.06742477333333,14.333333333333334,-4.062574863,11.30237579,-98.13918304,0.0
2018-07-30 21:14:36.280,15.2962379456,0.492,-0.066,-0.1134999999999999,0.779628675,0.485429175,8.840694975000002,23500.0,-291000.0,-361500.0,96838.60779,61.57,0.5166666706666667,-22.19422658566667,-29.501823426666668,14.666666666666666,-4.062574863,11.30237579,-98.13918304,0.0
2018-07-30 21:14:36.320,15.2962379456,0.472,-0.081,-0.10775,0.8360169125,0.5369140875,8.9314064875,24250.0,-295000.0,-358250.0,96839.717105,61.57,0.550000012,-29.62379456,-28.93622208,15.0,-4.062574863,11.30237579,-98.13918304,0.0
2018-07-30 21:14:36.360,15.45473565,0.452,-0.096,-0.102,0.89240515,0.588399,9.022118,25000.0,-299000.0,-355000.0,96840.82642,61.57,0.669999957,-47.25074768,-372.623291,17.0,-3.93370223,23.42770767,-95.05877686,0.0
2018-07-30 21:14:36.400,15.6132333544,0.4326666666666667,-0.1133333333333333,-0.1136666666666666,0.8629852,0.6112811833333334,9.558214866666669,28666.666666666668,-309333.3333333333,-345333.3333333333,96841.01156,61.56666666666667,0.669999957,-47.25074768,-372.623291,17.0,-3.93370223,23.42770767,-95.05877686,0.0
2018-07-30 21:14:36.440,15.7717310588,0.4133333333333333,-0.1306666666666666,-0.1253333333333333,0.8335652499999999,0.6341633666666666,10.094311733333337,32333.33333333333,-319666.6666666667,-335666.6666666667,96841.1967,61.56333333333333,0.7399999795000001,-16.898489,-371.7610626,18.0,-3.93370223,23.42770767,-95.05877686,0.0
2018-07-30 21:14:36.480,15.9302287632,0.394,-0.148,-0.137,0.8041453,0.65704555,10.6304086,36000.0,-330000.0,-326000.0,96841.38184,61.56,0.810000002,13.45376968,-370.8988342,19.0,-3.93370223,23.42770767,-95.05877686,0.0
2018-07-30 21:14:36.520,16.0887264676,0.359,-0.131,-0.148,1.34351105,0.7256921,10.9246081,36000.0,-330000.0,-326000.0,96841.38184,61.56,0.810000002,13.45376968,-370.8988342,19.0,-3.93370223,23.42770767,-95.05877686,0.0
2018-07-30 21:14:36.560,16.247224172000003,0.3873333333333333,-0.1173333333333333,-0.173,1.5723328833333334,0.6505077833333333,11.104396683333334,34333.333333333336,-335333.3333333333,-320333.3333333333,96844.00024666666,61.556666666666665,0.949999988,-28.70101929,-369.1659241,20.0,-3.93370223,23.42770767,-95.05877686,0.0
2018-07-30 21:14:36.600,16.4057218764,0.4156666666666667,-0.1036666666666666,-0.198,1.8011547166666668,0.5753234666666667,11.284185266666666,32666.666666666668,-340666.6666666667,-314666.6666666667,96846.61865333334,61.553333333333335,0.949999988,-28.70101929,-369.1659241,20.0,-3.93370223,23.42770767,-95.05877686,0.0
2018-07-30 21:14:36.640,16.5642195808,0.444,-0.09,-0.223,2.02997655,0.50013915,11.46397385,31000.0,-346000.0,-309000.0,96849.23706,61.55,1.0200000105,-50.486373905,-368.2783356,21.0,-3.93370223,23.42770767,-95.05877686,0.0
2018-07-30 21:14:36.680,16.7227172852,0.4246666666666667,-0.0796666666666666,-0.215,2.356864883333333,0.4707192,11.764711116666668,28000.0,-352666.6666666667,-302333.3333333333,96853.06193,61.54666666666667,1.090000033,-72.27172852,-367.3907471,22.0,-3.93370223,23.42770767,-95.05877686,0.0
2018-07-30 21:14:36.720,16.9218654633,0.4053333333333333,-0.0693333333333333,-0.207,2.6837532166666667,0.44129925,12.065448383333331,25000.0,-359333.3333333333,-295666.6666666667,96856.8868,61.54333333333333,1.090000033,-72.27172852,-367.3907471,22.0,-3.737994671,31.55894661,-91.18915558,0.0
2018-07-30 21:14:36.760,17.1210136414,0.386,-0.059,-0.199,3.01064155,0.4118793,12.36618565,22000.0,-366000.0,-289000.0,96860.71167,61.54,1.230000019,-128.1461792,-365.5986633,24.0,-3.737994671,31.55894661,-91.18915558,0.0
2018-07-30 21:14:36.800,17.3201618195,0.4103333333333333,-0.0546666666666666,-0.188,2.7033665166666667,0.6439700166666666,12.0033396,32333.333333333336,-371000.0,-280000.0,96865.83659,61.54,1.230000019,-128.1461792,-365.5986633,24.0,-3.737994671,31.55894661,-91.18915558,0.0
2018-07-30 21:14:36.840,17.5193099976,0.4346666666666667,-0.0503333333333333,-0.177,2.396091483333333,0.8760607333333333,11.64049355,42666.66666666667,-376000.0,-271000.0,96870.96151,61.54,1.230000019,-128.1461792,-365.5986633,24.0,-3.737994671,31.55894661,-91.18915558,0.0
2018-07-30 21:14:36.880,17.7184581757,0.459,-0.046,-0.166,2.08881645,1.10815145,11.2776475,53000.0,-381000.0,-262000.0,96876.08643,61.54,1.300000012,-151.78204345,-364.68572995,25.0,-3.737994671,31.55894661,-91.18915558,0.0
2018-07-30 21:14:36.920,17.9176063538,0.307,-0.0715,-0.201,1.8828768,0.77472535,11.8072066,53000.0,-381000.0,-262000.0,96872.885135,61.535,1.370000005,-175.4179077,-363.7727966,26.0,-3.737994671,31.55894661,-91.18915558,0.0
2018-07-30 21:14:36.960,18.1167545319,0.155,-0.097,-0.236,1.67693715,0.44129925,12.3367657,53000.0,-381000.0,-262000.0,96869.68384,61.53,1.519999981,-229.5326233,-361.9384766,28.0,-3.737994671,31.55894661,-91.18915558,0.0
2018-07-30 21:14:37.000,18.31590271,0.1659999999999999,-0.1165,-0.254,1.338607725,0.367749375,11.8856598,59500.0,-382500.0,-258500.0,96869.68384,61.53,1.519999981,-229.5326233,-361.9384766,28.0,-3.737994671,31.55894661,-91.18915558,0.0
2018-07-30 21:14:37.040,18.5150508881,0.177,-0.136,-0.272,1.0002783,0.2941995,11.4345539,66000.0,-384000.0,-255000.0,96869.68384,61.53,1.519999981,-229.5326233,-361.9384766,28.0,-3.737994671,31.55894661,-91.18915558,0.0
2018-07-30 21:14:37.080,18.7141990662,0.2205,-0.1515,-0.2505,0.7453054,0.122583125,10.89518815,72000.0,-383500.0,-252500.0,96870.10193,61.525000000000006,1.669999957,-271.4199219,-360.0702515,30.0,-3.737994671,31.55894661,-91.18915558,0.0
2018-07-30 21:14:37.120,18.74820264183333,0.264,-0.167,-0.229,0.4903325,-0.04903325,10.3558224,78000.0,-383000.0,-250000.0,96870.52002,61.52,1.669999957,-271.4199219,-360.0702515,30.0,-5.28554678,38.17069244,-85.90966797,0.0
2018-07-30 21:14:37.160,18.782206217466666,0.153,-0.17675,-0.20775,0.3947176625,-0.06864655,9.71839015,80000.0,-383750.0,-249250.0,96867.456055,61.5175,1.839999914,-298.7823486,-358.193634,32.0,-5.28554678,38.17069244,-85.90966797,0.0
2018-07-30 21:14:37.200,18.8162097931,0.042,-0.1865,-0.1865,0.299102825,-0.08825985,9.0809579,82000.0,-384500.0,-248500.0,96864.39209,61.515,1.839999914,-298.7823486,-358.193634,32.0,-5.28554678,38.17069244,-85.90966797,0.0
2018-07-30 21:14:37.240,18.85021336873333,-0.069,-0.1962499999999999,-0.16525,0.2034879875,-0.10787315,8.44352565,84000.0,-385250.0,-247750.0,96861.328125,61.5125,1.839999914,-298.7823486,-358.193634,32.0,-5.28554678,38.17069244,-85.90966797,0.0
2018-07-30 21:14:37.280,18.884216944366667,-0.18,-0.206,-0.144,0.10787315,-0.12748645,7.8060934,86000.0,-386000.0,-247000.0,96858.26416,61.51,1.839999914,-298.7823486,-358.193634,32.0,-5.28554678,38.17069244,-85.90966797,0.0
2018-07-30 21:14:37.320,18.91822052,-0.228,-0.237,-0.139,-0.46091255,1.08853815,6.2958693,94000.0,-388000.0,-242000.0,96858.26416,61.51,2.029999971,-304.5074463,-356.3254089,34.0,-5.28554678,38.17069244,-85.90966797,0.0
2018-07-30 21:14:37.360,18.952224095633333,-0.2173333333333333,-0.222,-0.173,-0.4936013833333333,1.1114203333333332,6.7469752,95000.0,-385666.6666666667,-245333.3333333333,96857.88167333334,61.50666666666667,2.24000001,-302.0231323,-354.448822,36.0,-5.28554678,38.17069244,-85.90966797,0.0
2018-07-30 21:14:37.400,18.986227671266665,-0.2066666666666666,-0.207,-0.207,-0.5262902166666666,1.1343025166666667,7.1980811000000005,96000.0,-383333.3333333333,-248666.66666666663,96857.49918666668,61.50333333333333,2.24000001,-302.0231323,-354.448822,36.0,-5.28554678,38.17069244,-85.90966797,0.0
