time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,fault_state,field.airspeed
06:56.6,0.556,-0.016,-0.068,-0.1569064,0.5491724,9.9243298,250000,-317000,-349000,98445.42236,37.51,0.25,-158.5073547,-36.47436523,7,0.70424962,7.06456995,-93.93001556,0,0
06:56.6,0.556,-0.016,-0.068,-0.1569064,0.5491724,9.9243298,250000,-317000,-349000,98445.42236,37.51,0.274999991,-154.2403259,-35.6283245,8,0.70424962,7.06456995,-93.93001556,0,0
06:56.7,0.556,-0.016,-0.068,-0.1569064,0.5491724,9.9243298,250000,-317000,-349000,98445.42236,37.51,0.299999982,-149.9732971,-34.78228378,9,0.70424962,7.06456995,-93.93001556,0,0
06:56.7,0.508,-0.032,-0.062,-0.102969825,0.48052585,10.2381426,250000,-317000,-349000,98446.65222,37.51,0.299999982,-149.9732971,-34.78228378,9,0.70424962,7.06456995,-93.93001556,0,0
06:56.8,0.46,-0.048,-0.056,-0.04903325,0.4118793,10.5519554,250000,-317000,-349000,98447.88208,37.51,0.299999982,-149.9732971,-34.78228378,9,0.70424962,7.06456995,-93.93001556,0,0
06:56.8,0.523,-0.041,-0.0595,0.0588399,0.46091255,10.27246588,261500,-324000,-342000,98446.19751,37.505,0.349999994,-149.9732971,-392.0517273,10,0.70424962,7.06456995,-93.93001556,0,0
06:56.8,0.586,-0.034,-0.063,0.16671305,0.5099458,9.99297635,273000,-331000,-335000,98444.51294,37.5,0.374999985,-98.26993942,-391.2233124,11,0.815668881,13.32552266,-93.1853447,0,0
06:56.9,0.7125,-0.0225,-0.0815,0.034323275,0.81395195,9.782133375,287000,-348500,-318500,98444.51294,37.5,0.399999976,-46.56658173,-390.3948975,12,0.927088141,19.58647537,-92.44067383,0,0
06:56.9,0.839,-0.011,-0.1,-0.0980665,1.1179581,9.5712904,301000,-366000,-302000,98444.51294,37.5,0.399999976,-46.56658173,-390.3948975,12,0.927088141,19.58647537,-92.44067383,0,0
06:57.0,0.749666667,-0.006666667,-0.119,-0.124217567,1.180066883,9.476492783,291000,-375666.6667,-298333.3333,98443.80697,37.5,0.429999977,-46.56658173,-389.5664826,13,0.927088141,19.58647537,-92.44067383,0,0
06:57.0,0.660333333,-0.002333333,-0.138,-0.150368633,1.242175667,9.381695167,281000,-385333.3333,-294666.6667,98443.10099,37.5,0.459999979,-46.56658173,-388.7380676,14,0.927088141,19.58647537,-92.44067383,0,0
